vehicle_id,provider,vehicle_type,city,state,pickup_location,drop_location,price,currency,capacity
CAR00472,BookGuard Cars,SUV,Goa,Goa,Goa Airport,Goa City Centre,3565,INR,4
CAR00473,TravelGo,Sedan,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,946,INR,7
CAR00474,UrbanMove,SUV,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,757,INR,4
CAR00475,CityRide,Sedan,Kochi,Kerala,Kochi Airport,Kochi Railway Station,1745,INR,5
CAR00476,CityRide,SUV,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,677,INR,5
CAR00477,BookGuard Cars,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur Bus Stand,4444,INR,5
CAR00478,UrbanMove,Hatchback,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,3013,INR,6
CAR00479,TravelGo,Sedan,Goa,Goa,Goa Airport,Goa City Centre,400,INR,7
CAR00480,TravelGo,Luxury Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,3310,INR,4
CAR00481,QuickCab,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur Railway Station,882,INR,6
CAR00482,UrbanMove,SUV,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,3572,INR,6
CAR00483,TravelGo,Sedan,Kochi,Kerala,Kochi Airport,Kochi City Centre,2727,INR,6
CAR00484,UrbanMove,Tempo Traveller,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,3651,INR,7
CAR00485,CityRide,Tempo Traveller,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,3660,INR,5
CAR00486,CityRide,Hatchback,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,1890,INR,6
CAR00487,CityRide,Luxury Sedan,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Railway Station,4777,INR,5
CAR00488,TravelGo,Hatchback,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,2730,INR,4
CAR00489,UrbanMove,Hatchback,Mysuru,Karnataka,Mysuru Airport,Mysuru Bus Stand,4351,INR,7
CAR00490,QuickCab,Tempo Traveller,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,3041,INR,6
CAR00491,CityRide,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur City Centre,4286,INR,6
CAR00492,CityRide,Luxury Sedan,Pune,Maharashtra,Pune Airport,Pune Railway Station,2689,INR,5
CAR00493,BookGuard Cars,SUV,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Railway Station,1857,INR,7
CAR00494,BookGuard Cars,SUV,Udaipur,Rajasthan,Udaipur Airport,Udaipur Bus Stand,1139,INR,5
CAR00495,BookGuard Cars,Tempo Traveller,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,3874,INR,6
CAR00496,BookGuard Cars,Tempo Traveller,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,4669,INR,4
CAR00497,UrbanMove,Tempo Traveller,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,816,INR,7
CAR00498,CityRide,SUV,Kochi,Kerala,Kochi Airport,Kochi Bus Stand,1609,INR,4
CAR00499,TravelGo,Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai Bus Stand,4189,INR,6
CAR00500,UrbanMove,Tempo Traveller,Jaipur,Rajasthan,Jaipur Airport,Jaipur Bus Stand,2684,INR,5
