event_id,transaction_id,booking_id,provider_id,event_type,resource_type,status,message,timestamp
EVT0000488,TXN000306,BK000756,PROV00022,payment_success,flight_seat,success,resource unavailable,2026-10-02T09:39:00
EVT0000489,TXN000025,BK000093,PROV00167,payment_started,activity_slot,failure,resource unavailable,2026-12-27T16:34:00
EVT0000490,TXN000235,BK000321,PROV00087,booking_cancelled,hotel_room,failure,rollback initiated,2026-12-28T15:34:00
EVT0000491,TXN000136,BK000855,PROV00022,provider_success,activity_slot,failure,request timed out,2027-01-17T22:25:00
EVT0000492,TXN000843,BK000085,PROV00100,booking_cancelled,flight_seat,failure,provider unavailable,2026-11-20T15:12:00
EVT0000493,TXN000140,BK000193,PROV00020,provider_failure,transport,failure,provider unavailable,2027-01-08T13:19:00
EVT0000494,TXN000071,BK000441,PROV00100,booking_confirmed,activity_slot,success,payment rejected,2026-12-02T12:08:00
EVT0000495,TXN000907,BK000503,PROV00189,availability_checked,activity_slot,failure,rollback initiated,2027-03-27T20:30:00
EVT0000496,TXN000915,BK000825,PROV00211,booking_confirmed,flight_seat,failure,operation completed,2027-02-03T10:08:00
EVT0000497,TXN000449,BK000089,PROV00246,provider_called,flight_seat,success,operation completed,2026-11-01T10:38:00
EVT0000498,TXN000462,BK000581,PROV00076,payment_started,hotel_room,failure,rollback completed,2026-12-27T01:08:00
EVT0000499,TXN000332,BK000687,PROV00198,booking_confirmed,flight_seat,success,payment rejected,2026-11-07T06:53:00
EVT0000500,TXN000020,BK000572,PROV00007,availability_checked,activity_slot,pending,operation completed,2026-11-26T06:44:00
EVT0000501,TXN000684,BK000046,PROV00094,availability_checked,flight_seat,success,provider unavailable,2026-11-23T08:49:00
EVT0000502,TXN000314,BK000914,PROV00199,resource_locked,transport,pending,request timed out,2026-12-31T00:40:00
EVT0000503,TXN000359,BK000705,PROV00157,rollback_success,transport,pending,request timed out,2026-10-12T18:52:00
EVT0000504,TXN000576,BK000041,PROV00291,availability_checked,hotel_room,pending,request timed out,2026-11-22T12:12:00
EVT0000505,TXN000004,BK000787,PROV00055,payment_success,flight_seat,pending,resource unavailable,2026-12-01T12:32:00
EVT0000506,TXN000013,BK000292,PROV00271,booking_confirmed,transport,pending,operation completed,2027-02-13T20:41:00
EVT0000507,TXN000961,BK000813,PROV00224,rollback_success,transport,pending,operation completed,2027-01-17T16:59:00
EVT0000508,TXN000458,BK000553,PROV00091,rollback_started,transport,failure,operation completed,2026-10-28T22:31:00
EVT0000509,TXN000080,BK000597,PROV00053,provider_success,activity_slot,failure,payment rejected,2026-11-30T04:13:00
EVT0000510,TXN000748,BK000762,PROV00047,provider_success,flight_seat,failure,payment rejected,2026-12-01T10:53:00
EVT0000511,TXN000459,BK000757,PROV00286,provider_failure,transport,pending,rollback completed,2027-03-07T22:29:00
EVT0000512,TXN000905,BK000921,PROV00175,booking_confirmed,transport,failure,rollback completed,2027-02-09T22:30:00
EVT0000513,TXN000517,BK000432,PROV00170,rollback_failure,hotel_room,failure,request timed out,2027-03-07T23:10:00
EVT0000514,TXN000850,BK000168,PROV00006,provider_called,transport,pending,provider unavailable,2026-11-03T20:35:00
EVT0000515,TXN000469,BK000802,PROV00247,rollback_failure,flight_seat,failure,operation completed,2026-11-03T08:20:00
EVT0000516,TXN000234,BK000763,PROV00282,payment_failure,transport,pending,provider unavailable,2026-12-30T04:18:00
EVT0000517,TXN000801,BK000113,PROV00242,booking_cancelled,activity_slot,pending,request timed out,2026-11-19T08:51:00
EVT0000518,TXN000743,BK000341,PROV00250,rollback_started,transport,pending,operation completed,2026-12-21T08:53:00
EVT0000519,TXN000624,BK000218,PROV00197,payment_started,transport,failure,resource unavailable,2026-11-07T08:21:00
EVT0000520,TXN000512,BK000128,PROV00110,payment_started,hotel_room,success,provider unavailable,2027-03-21T09:02:00
EVT0000521,TXN000250,BK000927,PROV00184,booking_confirmed,hotel_room,pending,rollback initiated,2027-03-03T15:32:00
EVT0000522,TXN000581,BK000768,PROV00142,payment_success,flight_seat,success,rollback initiated,2027-03-10T17:38:00
EVT0000523,TXN000085,BK000159,PROV00210,booking_started,transport,failure,resource unavailable,2026-10-11T11:08:00
EVT0000524,TXN000676,BK000573,PROV00085,rollback_started,transport,pending,resource unavailable,2026-11-13T20:03:00
EVT0000525,TXN000282,BK000041,PROV00119,rollback_started,transport,failure,request timed out,2026-10-27T06:12:00
EVT0000526,TXN000500,BK000621,PROV00232,provider_success,hotel_room,pending,resource unavailable,2026-10-02T09:34:00
EVT0000527,TXN000269,BK000609,PROV00249,booking_confirmed,activity_slot,pending,payment rejected,2027-03-22T12:21:00
EVT0000528,TXN000798,BK000018,PROV00029,rollback_failure,flight_seat,success,provider unavailable,2027-01-05T15:05:00
EVT0000529,TXN000783,BK000880,PROV00190,rollback_failure,hotel_room,success,rollback completed,2027-01-05T19:46:00
EVT0000530,TXN000457,BK000337,PROV00190,rollback_success,transport,pending,operation completed,2027-01-12T17:14:00
EVT0000531,TXN000303,BK000882,PROV00127,provider_failure,transport,pending,provider unavailable,2026-10-17T22:15:00
EVT0000532,TXN000008,BK000877,PROV00035,resource_locked,hotel_room,pending,rollback initiated,2027-01-23T03:12:00
EVT0000533,TXN000037,BK000868,PROV00007,booking_cancelled,transport,success,operation completed,2027-02-26T22:42:00
EVT0000534,TXN000314,BK000667,PROV00222,payment_success,activity_slot,failure,resource unavailable,2026-11-18T14:38:00
EVT0000535,TXN000147,BK000180,PROV00134,rollback_failure,transport,pending,resource unavailable,2026-12-05T00:24:00
EVT0000536,TXN000445,BK000105,PROV00238,provider_called,flight_seat,pending,rollback completed,2027-03-18T06:04:00
EVT0000537,TXN000963,BK000530,PROV00015,resource_locked,hotel_room,pending,payment rejected,2027-01-08T20:30:00
EVT0000538,TXN000883,BK000629,PROV00032,booking_confirmed,hotel_room,failure,resource unavailable,2026-11-24T16:29:00
EVT0000539,TXN000698,BK000432,PROV00190,payment_started,transport,failure,operation completed,2027-03-20T18:01:00
EVT0000540,TXN000036,BK000237,PROV00262,payment_failure,activity_slot,failure,rollback completed,2026-12-20T11:33:00
EVT0000541,TXN000740,BK000580,PROV00276,booking_confirmed,hotel_room,pending,operation completed,2026-12-23T11:57:00
EVT0000542,TXN000855,BK000173,PROV00082,payment_success,hotel_room,failure,operation completed,2026-11-22T05:18:00
EVT0000543,TXN000626,BK000782,PROV00104,rollback_failure,transport,success,rollback completed,2026-10-28T01:51:00
EVT0000544,TXN000449,BK000853,PROV00018,booking_started,transport,success,payment rejected,2026-11-24T23:21:00
EVT0000545,TXN000997,BK000140,PROV00125,booking_started,flight_seat,success,operation completed,2026-12-14T16:46:00
EVT0000546,TXN000664,BK000405,PROV00194,booking_cancelled,hotel_room,failure,operation completed,2027-01-04T04:38:00
EVT0000547,TXN000866,BK000123,PROV00251,provider_success,transport,failure,provider unavailable,2026-11-28T06:10:00
EVT0000548,TXN000541,BK000941,PROV00001,provider_called,activity_slot,success,request timed out,2027-02-16T11:28:00
EVT0000549,TXN000976,BK000930,PROV00181,booking_started,activity_slot,pending,operation completed,2026-10-22T15:39:00
EVT0000550,TXN000395,BK000697,PROV00246,provider_called,transport,failure,rollback completed,2026-12-18T07:57:00
EVT0000551,TXN000426,BK000192,PROV00102,provider_success,activity_slot,pending,rollback completed,2026-10-10T09:55:00
EVT0000552,TXN000857,BK000902,PROV00283,rollback_success,flight_seat,pending,provider unavailable,2026-10-22T00:57:00
EVT0000553,TXN000295,BK000226,PROV00133,booking_confirmed,activity_slot,failure,operation completed,2027-03-25T22:11:00
EVT0000554,TXN000025,BK000176,PROV00128,availability_checked,transport,success,request timed out,2026-11-23T01:27:00
EVT0000555,TXN000748,BK000430,PROV00108,payment_failure,flight_seat,failure,provider unavailable,2027-02-18T18:41:00
EVT0000556,TXN000078,BK000927,PROV00237,booking_confirmed,hotel_room,pending,rollback initiated,2026-12-06T01:13:00
EVT0000557,TXN000510,BK000494,PROV00024,provider_failure,flight_seat,pending,request timed out,2026-12-22T01:49:00
EVT0000558,TXN000184,BK000599,PROV00127,booking_confirmed,activity_slot,success,provider unavailable,2026-12-30T08:36:00
EVT0000559,TXN000314,BK000987,PROV00087,provider_called,activity_slot,pending,resource unavailable,2026-12-30T01:07:00
EVT0000560,TXN000877,BK000135,PROV00169,provider_success,transport,success,resource unavailable,2026-12-24T06:22:00
EVT0000561,TXN000452,BK000149,PROV00125,booking_cancelled,transport,pending,resource unavailable,2026-12-19T21:05:00
EVT0000562,TXN000141,BK000889,PROV00088,rollback_success,transport,pending,payment rejected,2027-01-06T07:54:00
EVT0000563,TXN000298,BK000533,PROV00044,provider_success,transport,success,resource unavailable,2027-02-01T21:30:00
EVT0000564,TXN000306,BK000159,PROV00270,rollback_failure,flight_seat,pending,resource unavailable,2026-12-30T08:46:00
EVT0000565,TXN000520,BK000812,PROV00152,booking_confirmed,transport,pending,rollback initiated,2027-03-23T06:04:00
EVT0000566,TXN000902,BK000466,PROV00159,payment_started,hotel_room,success,rollback initiated,2027-03-18T05:41:00
EVT0000567,TXN000798,BK000821,PROV00204,provider_success,transport,success,rollback initiated,2027-02-16T20:12:00
EVT0000568,TXN000992,BK000731,PROV00128,rollback_success,activity_slot,failure,payment rejected,2026-11-06T00:35:00
EVT0000569,TXN000400,BK000615,PROV00088,payment_success,transport,pending,provider unavailable,2027-01-22T02:29:00
EVT0000570,TXN000213,BK000352,PROV00167,provider_called,activity_slot,failure,payment rejected,2026-12-21T06:31:00
EVT0000571,TXN000970,BK000568,PROV00099,provider_failure,activity_slot,success,rollback completed,2026-10-25T05:03:00
EVT0000572,TXN000001,BK000216,PROV00114,provider_called,activity_slot,failure,payment rejected,2027-01-05T15:36:00
EVT0000573,TXN000543,BK000511,PROV00235,provider_success,flight_seat,success,operation completed,2027-01-12T03:28:00
EVT0000574,TXN000028,BK000961,PROV00068,availability_checked,hotel_room,success,operation completed,2026-10-23T03:00:00
EVT0000575,TXN000020,BK000228,PROV00004,rollback_success,activity_slot,failure,rollback completed,2026-11-10T11:42:00
EVT0000576,TXN000981,BK000704,PROV00299,booking_confirmed,hotel_room,success,operation completed,2027-01-16T08:09:00
EVT0000577,TXN000066,BK000462,PROV00300,rollback_success,flight_seat,success,payment rejected,2027-01-12T12:33:00
EVT0000578,TXN000981,BK000570,PROV00238,rollback_failure,activity_slot,pending,rollback completed,2027-03-07T13:31:00
EVT0000579,TXN000441,BK000947,PROV00050,booking_started,flight_seat,pending,resource unavailable,2026-10-19T12:53:00
EVT0000580,TXN000264,BK000181,PROV00261,rollback_started,transport,failure,provider unavailable,2026-12-10T22:05:00
EVT0000581,TXN000764,BK000461,PROV00242,provider_called,hotel_room,pending,provider unavailable,2027-01-28T07:13:00
EVT0000582,TXN000650,BK000364,PROV00025,rollback_failure,activity_slot,success,rollback completed,2027-03-21T07:55:00
EVT0000583,TXN000343,BK000616,PROV00203,provider_called,transport,failure,resource unavailable,2026-10-29T18:59:00
EVT0000584,TXN000038,BK000903,PROV00231,rollback_success,transport,pending,payment rejected,2026-10-06T21:38:00
EVT0000585,TXN000034,BK000021,PROV00215,booking_confirmed,hotel_room,failure,rollback completed,2026-12-11T20:14:00
EVT0000586,TXN000515,BK000024,PROV00249,rollback_started,hotel_room,failure,rollback completed,2026-10-14T11:25:00
EVT0000587,TXN000884,BK000735,PROV00066,payment_success,activity_slot,failure,resource unavailable,2027-01-11T14:20:00
EVT0000588,TXN000216,BK000810,PROV00230,booking_cancelled,hotel_room,pending,resource unavailable,2026-10-28T11:26:00
EVT0000589,TXN000516,BK000406,PROV00109,resource_locked,hotel_room,failure,resource unavailable,2026-11-30T08:31:00
EVT0000590,TXN000790,BK000966,PROV00297,booking_started,hotel_room,pending,provider unavailable,2026-12-12T06:22:00
EVT0000591,TXN000365,BK000302,PROV00105,availability_checked,transport,success,provider unavailable,2026-10-18T11:48:00
EVT0000592,TXN000061,BK000811,PROV00228,payment_success,hotel_room,success,rollback initiated,2027-01-26T04:22:00
EVT0000593,TXN000494,BK000935,PROV00291,rollback_started,activity_slot,failure,provider unavailable,2026-11-28T16:07:00
EVT0000594,TXN000183,BK000969,PROV00029,booking_cancelled,activity_slot,failure,operation completed,2027-01-27T07:19:00
EVT0000595,TXN000572,BK000926,PROV00280,payment_success,flight_seat,failure,rollback initiated,2027-03-11T13:09:00
EVT0000596,TXN000047,BK000034,PROV00046,rollback_failure,transport,pending,rollback completed,2027-01-23T01:42:00
EVT0000597,TXN000908,BK000206,PROV00300,rollback_success,activity_slot,failure,payment rejected,2027-03-26T01:13:00
EVT0000598,TXN000541,BK000463,PROV00149,provider_failure,transport,failure,rollback initiated,2027-03-10T01:44:00
EVT0000599,TXN000214,BK000803,PROV00058,rollback_success,activity_slot,failure,payment rejected,2026-10-19T11:45:00
EVT0000600,TXN000293,BK000383,PROV00226,booking_confirmed,hotel_room,failure,resource unavailable,2026-12-17T13:54:00
EVT0000601,TXN000549,BK000656,PROV00203,booking_started,hotel_room,pending,rollback initiated,2027-01-03T19:43:00
EVT0000602,TXN000039,BK000627,PROV00068,booking_started,hotel_room,success,provider unavailable,2026-11-16T05:26:00
EVT0000603,TXN000469,BK000254,PROV00039,provider_called,flight_seat,failure,operation completed,2026-12-17T10:42:00
EVT0000604,TXN000571,BK000108,PROV00241,payment_success,transport,failure,provider unavailable,2027-02-09T12:26:00
EVT0000605,TXN000521,BK000102,PROV00149,booking_started,hotel_room,success,request timed out,2027-02-27T06:24:00
EVT0000606,TXN000366,BK000958,PROV00099,rollback_started,activity_slot,failure,operation completed,2027-01-01T22:02:00
EVT0000607,TXN000974,BK000499,PROV00109,rollback_started,transport,success,operation completed,2027-01-20T19:55:00
EVT0000608,TXN000874,BK000927,PROV00095,payment_started,transport,failure,resource unavailable,2026-10-16T10:42:00
EVT0000609,TXN000788,BK000851,PROV00081,provider_failure,activity_slot,failure,request timed out,2026-11-05T10:27:00
EVT0000610,TXN000065,BK000247,PROV00157,availability_checked,activity_slot,failure,payment rejected,2027-02-17T02:53:00
EVT0000611,TXN000888,BK000686,PROV00129,availability_checked,transport,success,rollback initiated,2027-02-18T13:20:00
EVT0000612,TXN000536,BK000772,PROV00258,payment_success,hotel_room,failure,rollback initiated,2027-01-10T09:34:00
EVT0000613,TXN000567,BK000743,PROV00270,rollback_success,hotel_room,pending,request timed out,2027-01-27T15:31:00
EVT0000614,TXN000083,BK000512,PROV00236,provider_failure,flight_seat,success,provider unavailable,2027-02-03T22:36:00
EVT0000615,TXN000624,BK000742,PROV00135,provider_success,activity_slot,pending,payment rejected,2027-03-10T01:43:00
EVT0000616,TXN000748,BK000452,PROV00093,provider_success,flight_seat,success,resource unavailable,2027-03-16T04:37:00
EVT0000617,TXN000253,BK000407,PROV00005,resource_locked,transport,pending,payment rejected,2027-01-13T04:35:00
EVT0000618,TXN000140,BK000157,PROV00285,payment_failure,flight_seat,failure,rollback completed,2027-02-13T19:51:00
EVT0000619,TXN000173,BK000821,PROV00053,resource_locked,flight_seat,failure,resource unavailable,2026-12-11T01:30:00
EVT0000620,TXN000303,BK000014,PROV00204,resource_locked,hotel_room,pending,payment rejected,2027-03-02T10:38:00
EVT0000621,TXN000295,BK000394,PROV00262,payment_started,transport,pending,resource unavailable,2027-03-18T22:43:00
EVT0000622,TXN000439,BK000889,PROV00086,payment_failure,hotel_room,failure,resource unavailable,2027-02-26T12:55:00
EVT0000623,TXN000201,BK000671,PROV00227,payment_started,hotel_room,pending,rollback completed,2026-11-10T17:52:00
EVT0000624,TXN000077,BK000289,PROV00037,rollback_failure,transport,failure,rollback completed,2026-11-08T23:40:00
EVT0000625,TXN000951,BK000162,PROV00131,booking_confirmed,hotel_room,failure,operation completed,2026-10-11T23:39:00
EVT0000626,TXN000479,BK000133,PROV00091,provider_called,transport,failure,operation completed,2026-11-08T06:36:00
EVT0000627,TXN000619,BK000966,PROV00248,availability_checked,transport,failure,provider unavailable,2026-12-29T05:08:00
EVT0000628,TXN000527,BK000125,PROV00209,rollback_success,flight_seat,pending,provider unavailable,2026-10-03T19:24:00
EVT0000629,TXN000487,BK000553,PROV00204,payment_failure,flight_seat,success,provider unavailable,2027-01-31T18:25:00
EVT0000630,TXN000328,BK000889,PROV00286,provider_failure,hotel_room,success,rollback initiated,2027-03-15T05:13:00
EVT0000631,TXN000935,BK000475,PROV00046,payment_failure,transport,pending,rollback completed,2026-12-15T08:42:00
EVT0000632,TXN000076,BK000145,PROV00058,rollback_failure,transport,pending,request timed out,2026-11-22T09:49:00
EVT0000633,TXN000199,BK000427,PROV00208,rollback_started,flight_seat,failure,rollback completed,2027-01-13T04:08:00
EVT0000634,TXN000014,BK000320,PROV00248,payment_success,transport,failure,provider unavailable,2026-12-07T19:02:00
EVT0000635,TXN000987,BK000902,PROV00052,provider_called,transport,success,payment rejected,2026-11-20T16:47:00
EVT0000636,TXN000278,BK000134,PROV00039,rollback_started,hotel_room,success,provider unavailable,2026-12-06T11:09:00
EVT0000637,TXN000503,BK000933,PROV00210,payment_success,flight_seat,failure,operation completed,2026-12-30T23:47:00
EVT0000638,TXN000968,BK000208,PROV00088,provider_called,activity_slot,failure,provider unavailable,2027-01-23T18:18:00
EVT0000639,TXN000241,BK000865,PROV00006,resource_locked,activity_slot,failure,resource unavailable,2026-12-18T03:01:00
EVT0000640,TXN000838,BK000405,PROV00278,payment_success,activity_slot,failure,operation completed,2026-11-07T23:59:00
EVT0000641,TXN000162,BK000481,PROV00007,booking_cancelled,transport,pending,provider unavailable,2026-10-29T03:00:00
EVT0000642,TXN000196,BK000592,PROV00034,booking_confirmed,activity_slot,failure,operation completed,2027-03-25T15:39:00
EVT0000643,TXN000433,BK000823,PROV00160,provider_success,transport,success,rollback initiated,2027-03-05T12:30:00
EVT0000644,TXN000605,BK000939,PROV00195,resource_locked,activity_slot,failure,rollback initiated,2026-12-13T14:33:00
EVT0000645,TXN000492,BK000367,PROV00042,rollback_success,transport,success,operation completed,2027-02-06T10:47:00
EVT0000646,TXN000770,BK000353,PROV00112,availability_checked,flight_seat,pending,payment rejected,2027-03-19T18:54:00
EVT0000647,TXN000201,BK000166,PROV00016,provider_failure,transport,failure,payment rejected,2026-11-18T21:44:00
EVT0000648,TXN000929,BK000556,PROV00200,rollback_failure,flight_seat,success,request timed out,2027-01-04T11:29:00
EVT0000649,TXN000094,BK000677,PROV00005,rollback_started,transport,pending,rollback completed,2027-01-14T19:11:00
EVT0000650,TXN000945,BK000039,PROV00010,rollback_success,transport,success,request timed out,2026-10-03T06:35:00
EVT0000651,TXN000465,BK000458,PROV00284,rollback_success,activity_slot,failure,request timed out,2027-01-28T10:48:00
EVT0000652,TXN000609,BK000575,PROV00242,booking_confirmed,hotel_room,pending,provider unavailable,2027-03-14T16:58:00
EVT0000653,TXN000556,BK000226,PROV00049,payment_success,flight_seat,failure,provider unavailable,2027-02-22T23:35:00
EVT0000654,TXN000980,BK000247,PROV00077,booking_confirmed,flight_seat,success,resource unavailable,2026-12-01T21:56:00
EVT0000655,TXN000713,BK000855,PROV00203,booking_cancelled,activity_slot,pending,resource unavailable,2027-02-08T02:55:00
EVT0000656,TXN000943,BK000092,PROV00145,availability_checked,activity_slot,success,payment rejected,2027-03-04T20:14:00
EVT0000657,TXN000013,BK000942,PROV00124,booking_started,transport,pending,resource unavailable,2027-02-01T12:51:00
EVT0000658,TXN000043,BK000456,PROV00014,provider_failure,activity_slot,failure,payment rejected,2026-12-14T10:24:00
EVT0000659,TXN000327,BK000758,PROV00004,provider_called,activity_slot,failure,rollback completed,2026-10-01T12:20:00
EVT0000660,TXN000120,BK000930,PROV00256,rollback_failure,transport,success,rollback completed,2026-10-08T14:51:00
EVT0000661,TXN000319,BK000456,PROV00062,rollback_started,activity_slot,pending,provider unavailable,2026-11-16T05:16:00
EVT0000662,TXN000642,BK000307,PROV00169,booking_cancelled,activity_slot,pending,resource unavailable,2026-12-01T04:54:00
EVT0000663,TXN000792,BK000399,PROV00145,rollback_success,flight_seat,pending,resource unavailable,2026-11-02T17:16:00
EVT0000664,TXN000632,BK000704,PROV00117,provider_called,flight_seat,pending,payment rejected,2026-12-13T06:42:00
EVT0000665,TXN000777,BK000455,PROV00145,rollback_failure,transport,failure,payment rejected,2027-02-12T14:58:00
EVT0000666,TXN000439,BK000420,PROV00122,booking_cancelled,flight_seat,pending,operation completed,2027-02-28T11:37:00
EVT0000667,TXN000944,BK000162,PROV00020,payment_failure,transport,success,payment rejected,2027-01-30T12:23:00
EVT0000668,TXN000687,BK000067,PROV00250,rollback_failure,activity_slot,failure,provider unavailable,2027-02-09T18:24:00
EVT0000669,TXN000326,BK000205,PROV00201,booking_confirmed,hotel_room,success,rollback initiated,2026-12-20T03:45:00
EVT0000670,TXN000245,BK000719,PROV00218,rollback_failure,flight_seat,pending,resource unavailable,2027-03-19T05:05:00
EVT0000671,TXN000844,BK000594,PROV00125,booking_confirmed,flight_seat,pending,resource unavailable,2027-02-28T06:24:00
EVT0000672,TXN000386,BK000135,PROV00197,booking_cancelled,hotel_room,failure,request timed out,2026-10-21T01:41:00
EVT0000673,TXN000173,BK000840,PROV00168,resource_locked,flight_seat,failure,rollback completed,2027-01-29T16:21:00
EVT0000674,TXN000314,BK000437,PROV00060,provider_success,flight_seat,pending,payment rejected,2027-03-02T04:46:00
EVT0000675,TXN000130,BK000612,PROV00125,rollback_success,hotel_room,success,resource unavailable,2026-11-30T08:37:00
EVT0000676,TXN000947,BK000460,PROV00177,resource_locked,activity_slot,failure,rollback initiated,2026-10-13T21:19:00
EVT0000677,TXN000321,BK000191,PROV00176,rollback_started,activity_slot,success,operation completed,2026-10-03T22:38:00
EVT0000678,TXN000535,BK000980,PROV00258,booking_confirmed,activity_slot,success,resource unavailable,2026-12-07T10:15:00
EVT0000679,TXN000797,BK000617,PROV00232,provider_called,activity_slot,success,payment rejected,2026-11-29T20:05:00
EVT0000680,TXN000548,BK000005,PROV00174,payment_started,hotel_room,pending,provider unavailable,2026-12-14T13:32:00
EVT0000681,TXN000542,BK000584,PROV00260,rollback_started,activity_slot,pending,request timed out,2027-03-15T08:06:00
EVT0000682,TXN000996,BK000501,PROV00272,provider_called,flight_seat,pending,rollback completed,2027-03-20T01:49:00
EVT0000683,TXN000464,BK000850,PROV00047,payment_started,activity_slot,success,rollback completed,2027-02-22T14:30:00
EVT0000684,TXN000866,BK000211,PROV00106,provider_failure,transport,pending,request timed out,2027-03-02T09:39:00
EVT0000685,TXN000568,BK000888,PROV00125,resource_locked,transport,failure,operation completed,2027-03-23T09:58:00
EVT0000686,TXN000561,BK000580,PROV00238,provider_success,transport,pending,resource unavailable,2027-02-22T09:11:00
EVT0000687,TXN000692,BK000325,PROV00250,provider_success,flight_seat,failure,rollback completed,2026-10-20T22:44:00
EVT0000688,TXN000727,BK000820,PROV00012,booking_started,activity_slot,failure,provider unavailable,2026-10-19T10:43:00
EVT0000689,TXN000899,BK000300,PROV00263,booking_started,hotel_room,success,payment rejected,2027-02-14T05:41:00
EVT0000690,TXN000993,BK000175,PROV00051,payment_failure,transport,pending,payment rejected,2027-01-24T22:48:00
EVT0000691,TXN000519,BK000871,PROV00017,rollback_success,flight_seat,pending,rollback completed,2027-02-11T02:52:00
EVT0000692,TXN000803,BK000663,PROV00190,payment_success,activity_slot,pending,rollback initiated,2027-02-05T17:15:00
EVT0000693,TXN000310,BK000816,PROV00164,booking_cancelled,activity_slot,failure,request timed out,2026-10-07T13:58:00
EVT0000694,TXN000056,BK000491,PROV00103,payment_failure,transport,success,operation completed,2026-12-28T01:36:00
EVT0000695,TXN000088,BK000317,PROV00055,provider_failure,activity_slot,failure,resource unavailable,2026-10-19T12:55:00
EVT0000696,TXN000912,BK000057,PROV00193,rollback_failure,transport,failure,rollback initiated,2026-10-04T17:54:00
EVT0000697,TXN000297,BK000382,PROV00164,rollback_success,activity_slot,success,provider unavailable,2027-01-21T06:58:00
EVT0000698,TXN000454,BK000314,PROV00184,payment_started,transport,success,payment rejected,2027-02-22T06:25:00
EVT0000699,TXN000650,BK000707,PROV00185,provider_failure,hotel_room,success,rollback initiated,2026-12-14T06:20:00
EVT0000700,TXN000657,BK000953,PROV00269,availability_checked,hotel_room,pending,rollback initiated,2026-10-03T22:55:00
EVT0000701,TXN000492,BK000484,PROV00230,provider_failure,transport,success,resource unavailable,2027-02-04T19:05:00
EVT0000702,TXN000772,BK000972,PROV00043,payment_success,hotel_room,success,rollback completed,2027-03-30T04:58:00
EVT0000703,TXN000428,BK000331,PROV00032,provider_called,activity_slot,pending,payment rejected,2027-03-06T22:43:00
EVT0000704,TXN000740,BK000214,PROV00127,provider_success,activity_slot,success,operation completed,2027-03-14T10:07:00
EVT0000705,TXN000989,BK000384,PROV00128,payment_failure,hotel_room,failure,provider unavailable,2027-02-13T21:43:00
EVT0000706,TXN000470,BK000499,PROV00284,booking_cancelled,transport,failure,payment rejected,2026-10-28T01:00:00
EVT0000707,TXN000625,BK000802,PROV00036,resource_locked,flight_seat,pending,resource unavailable,2026-10-06T04:58:00
EVT0000708,TXN000200,BK000128,PROV00043,payment_failure,transport,failure,provider unavailable,2026-12-18T06:15:00
EVT0000709,TXN000086,BK000319,PROV00068,payment_started,activity_slot,failure,operation completed,2026-12-19T08:24:00
EVT0000710,TXN000501,BK000542,PROV00024,provider_failure,flight_seat,pending,resource unavailable,2027-03-29T04:58:00
EVT0000711,TXN000867,BK000245,PROV00008,provider_called,transport,pending,rollback completed,2026-10-30T13:02:00
EVT0000712,TXN000132,BK000330,PROV00151,provider_called,activity_slot,failure,provider unavailable,2026-12-05T21:44:00
EVT0000713,TXN000138,BK000144,PROV00127,provider_success,transport,success,rollback initiated,2027-01-03T03:51:00
EVT0000714,TXN000463,BK000169,PROV00092,provider_failure,flight_seat,pending,operation completed,2026-10-19T09:17:00
EVT0000715,TXN000021,BK000714,PROV00250,provider_failure,flight_seat,failure,payment rejected,2027-03-14T17:55:00
EVT0000716,TXN000770,BK000857,PROV00124,resource_locked,transport,success,rollback completed,2026-10-13T17:17:00
EVT0000717,TXN000029,BK000263,PROV00245,resource_locked,transport,success,resource unavailable,2026-12-18T05:16:00
EVT0000718,TXN000645,BK000951,PROV00007,payment_failure,flight_seat,failure,provider unavailable,2027-01-22T05:39:00
EVT0000719,TXN000053,BK000977,PROV00187,booking_cancelled,hotel_room,failure,provider unavailable,2026-10-10T05:58:00
EVT0000720,TXN000459,BK000242,PROV00139,provider_success,flight_seat,success,rollback initiated,2027-01-22T00:13:00
EVT0000721,TXN000821,BK000459,PROV00068,booking_confirmed,hotel_room,failure,rollback initiated,2026-10-26T18:37:00
EVT0000722,TXN000003,BK000066,PROV00183,payment_success,hotel_room,pending,rollback initiated,2027-02-23T01:55:00
EVT0000723,TXN000044,BK000515,PROV00001,booking_confirmed,hotel_room,success,provider unavailable,2027-01-01T07:41:00
EVT0000724,TXN000246,BK000589,PROV00019,availability_checked,hotel_room,failure,operation completed,2026-12-05T23:31:00
EVT0000725,TXN000326,BK000269,PROV00130,booking_confirmed,transport,success,operation completed,2027-01-26T21:54:00
EVT0000726,TXN000840,BK000912,PROV00065,booking_started,flight_seat,success,rollback completed,2027-03-07T07:30:00
EVT0000727,TXN000102,BK000143,PROV00288,payment_failure,transport,pending,provider unavailable,2026-12-30T07:13:00
EVT0000728,TXN000982,BK000801,PROV00297,provider_called,transport,pending,operation completed,2027-01-08T07:07:00
EVT0000729,TXN000142,BK000066,PROV00028,booking_cancelled,transport,success,rollback completed,2027-02-17T19:33:00
EVT0000730,TXN000936,BK000278,PROV00292,resource_locked,hotel_room,failure,rollback completed,2026-10-31T18:50:00
EVT0000731,TXN000546,BK000774,PROV00112,availability_checked,flight_seat,pending,payment rejected,2026-11-19T09:05:00
