hotel_id,name,city,location,rating,reviews,price_per_night,currency,hotel_type
HOT00453,Royal Goa Residency 453,Goa,"Goa, Goa, India",3.3,8361,984,INR,Hotel
HOT00454,Lakeview Bengaluru Inn 454,Bengaluru,"Bengaluru, Karnataka, India",3.8,6299,5817,INR,Resort
HOT00455,Skyline Mumbai Hotel 455,Mumbai,"Mumbai, Maharashtra, India",3.3,4092,14539,INR,Luxury Hotel
HOT00456,Central Mysuru Residency 456,Mysuru,"Mysuru, Karnataka, India",4.0,1981,17350,INR,Luxury Hotel
HOT00457,City Mumbai Palace 457,Mumbai,"Mumbai, Maharashtra, India",4.5,777,14037,INR,Hotel
HOT00458,Central Manali Heights 458,Manali,"Manali, Himachal Pradesh, India",3.5,7508,1161,INR,Boutique Hotel
HOT00459,Central Pune Heights 459,Pune,"Pune, Maharashtra, India",4.4,3999,16101,INR,Boutique Hotel
HOT00460,Heritage Agra Palace 460,Agra,"Agra, Uttar Pradesh, India",4.3,4041,5833,INR,Hotel
HOT00461,Grand Udaipur Palace 461,Udaipur,"Udaipur, Rajasthan, India",3.9,182,11877,INR,Hotel
HOT00462,Comfort Lucknow Heights 462,Lucknow,"Lucknow, Uttar Pradesh, India",3.0,3927,14656,INR,Business Hotel
HOT00463,City Mumbai Heights 463,Mumbai,"Mumbai, Maharashtra, India",3.0,3817,17931,INR,Business Hotel
HOT00464,Heritage Ahmedabad Residency 464,Ahmedabad,"Ahmedabad, Gujarat, India",4.0,8305,5274,INR,Luxury Hotel
HOT00465,Royal Lucknow Inn 465,Lucknow,"Lucknow, Uttar Pradesh, India",3.7,2166,8658,INR,Boutique Hotel
HOT00466,Regal Goa Hotel 466,Goa,"Goa, Goa, India",4.3,5370,11322,INR,Business Hotel
HOT00467,Lakeview Goa Residency 467,Goa,"Goa, Goa, India",4.8,2255,4470,INR,Resort
HOT00468,City Chennai Resort 468,Chennai,"Chennai, Tamil Nadu, India",3.8,6685,4856,INR,Budget Hotel
HOT00469,Lakeview Ahmedabad Resort 469,Ahmedabad,"Ahmedabad, Gujarat, India",3.4,4366,4829,INR,Hotel
HOT00470,Urban Kolkata Heights 470,Kolkata,"Kolkata, West Bengal, India",4.5,685,7945,INR,Boutique Hotel
HOT00471,Royal Hyderabad Palace 471,Hyderabad,"Hyderabad, Telangana, India",4.8,6517,17725,INR,Hotel
HOT00472,Central Kochi Suites 472,Kochi,"Kochi, Kerala, India",2.9,6650,15717,INR,Budget Hotel
HOT00473,Lakeview Varanasi Residency 473,Varanasi,"Varanasi, Uttar Pradesh, India",3.8,2315,4879,INR,Hotel
HOT00474,Lakeview Mumbai Suites 474,Mumbai,"Mumbai, Maharashtra, India",3.2,6588,13097,INR,Luxury Hotel
HOT00475,Green Delhi Heights 475,Delhi,"Delhi, Delhi, India",4.7,1253,1614,INR,Hotel
HOT00476,Urban Pune Resort 476,Pune,"Pune, Maharashtra, India",4.5,1531,11764,INR,Hotel
HOT00477,Heritage Mumbai Inn 477,Mumbai,"Mumbai, Maharashtra, India",3.2,7121,13843,INR,Business Hotel
HOT00478,Palm Bengaluru Hotel 478,Bengaluru,"Bengaluru, Karnataka, India",3.2,3542,7032,INR,Boutique Hotel
HOT00479,Heritage Goa Suites 479,Goa,"Goa, Goa, India",2.9,4051,10570,INR,Business Hotel
HOT00480,Skyline Udaipur Resort 480,Udaipur,"Udaipur, Rajasthan, India",2.9,4608,13450,INR,Resort
HOT00481,Lakeview Udaipur Lodge 481,Udaipur,"Udaipur, Rajasthan, India",3.3,344,13433,INR,Luxury Hotel
HOT00482,Heritage Ahmedabad Lodge 482,Ahmedabad,"Ahmedabad, Gujarat, India",4.4,5661,17362,INR,Boutique Hotel
HOT00483,Central Lucknow Suites 483,Lucknow,"Lucknow, Uttar Pradesh, India",2.9,3613,1860,INR,Boutique Hotel
HOT00484,Heritage Mumbai Lodge 484,Mumbai,"Mumbai, Maharashtra, India",3.6,3838,6130,INR,Hotel
HOT00485,Urban Jaipur Palace 485,Jaipur,"Jaipur, Rajasthan, India",3.4,941,8089,INR,Budget Hotel
HOT00486,Regal Lucknow Suites 486,Lucknow,"Lucknow, Uttar Pradesh, India",3.2,5235,12656,INR,Budget Hotel
HOT00487,Comfort Bengaluru Retreat 487,Bengaluru,"Bengaluru, Karnataka, India",4.8,2353,7068,INR,Business Hotel
HOT00488,Central Varanasi Suites 488,Varanasi,"Varanasi, Uttar Pradesh, India",3.8,1503,2740,INR,Resort
HOT00489,Lakeview Rishikesh Inn 489,Rishikesh,"Rishikesh, Uttarakhand, India",3.9,36,11770,INR,Budget Hotel
HOT00490,City Pune Retreat 490,Pune,"Pune, Maharashtra, India",4.3,5326,2851,INR,Hotel
HOT00491,Green Hyderabad Suites 491,Hyderabad,"Hyderabad, Telangana, India",4.4,6003,3276,INR,Boutique Hotel
HOT00492,Green Lucknow Residency 492,Lucknow,"Lucknow, Uttar Pradesh, India",3.5,5310,5371,INR,Resort
HOT00493,Urban Udaipur Resort 493,Udaipur,"Udaipur, Rajasthan, India",4.2,2879,12592,INR,Resort
HOT00494,City Agra Hotel 494,Agra,"Agra, Uttar Pradesh, India",3.4,4850,5072,INR,Resort
HOT00495,Comfort Bengaluru Hotel 495,Bengaluru,"Bengaluru, Karnataka, India",4.6,555,6866,INR,Budget Hotel
HOT00496,Green Mysuru Palace 496,Mysuru,"Mysuru, Karnataka, India",4.1,1730,17158,INR,Resort
HOT00497,Comfort Mysuru Residency 497,Mysuru,"Mysuru, Karnataka, India",3.3,5259,6401,INR,Luxury Hotel
HOT00498,Comfort Delhi Retreat 498,Delhi,"Delhi, Delhi, India",3.7,4370,7770,INR,Resort
HOT00499,Regal Delhi Heights 499,Delhi,"Delhi, Delhi, India",4.5,45,2477,INR,Business Hotel
HOT00500,Comfort Manali Hotel 500,Manali,"Manali, Himachal Pradesh, India",4.8,6808,17057,INR,Business Hotel
HOT00501,Skyline Ahmedabad Hotel 501,Ahmedabad,"Ahmedabad, Gujarat, India",3.0,7880,8291,INR,Resort
HOT00502,Royal Manali Inn 502,Manali,"Manali, Himachal Pradesh, India",3.4,5246,9456,INR,Hotel
HOT00503,Regal Delhi Suites 503,Delhi,"Delhi, Delhi, India",4.7,2661,3357,INR,Budget Hotel
HOT00504,Regal Delhi Resort 504,Delhi,"Delhi, Delhi, India",4.3,7091,6306,INR,Budget Hotel
HOT00505,City Udaipur Inn 505,Udaipur,"Udaipur, Rajasthan, India",3.0,3392,7125,INR,Business Hotel
HOT00506,Comfort Varanasi Lodge 506,Varanasi,"Varanasi, Uttar Pradesh, India",3.4,4637,10645,INR,Resort
HOT00507,Grand Chennai Hotel 507,Chennai,"Chennai, Tamil Nadu, India",4.0,8068,5932,INR,Hotel
HOT00508,Grand Ahmedabad Hotel 508,Ahmedabad,"Ahmedabad, Gujarat, India",3.0,7894,7442,INR,Hotel
HOT00509,Lakeview Bengaluru Suites 509,Bengaluru,"Bengaluru, Karnataka, India",4.1,1367,16417,INR,Hotel
HOT00510,Palm Kochi Resort 510,Kochi,"Kochi, Kerala, India",3.8,4366,3886,INR,Luxury Hotel
HOT00511,Palm Varanasi Suites 511,Varanasi,"Varanasi, Uttar Pradesh, India",3.6,6274,13004,INR,Resort
HOT00512,Grand Manali Heights 512,Manali,"Manali, Himachal Pradesh, India",3.7,4340,8313,INR,Boutique Hotel
HOT00513,Grand Agra Suites 513,Agra,"Agra, Uttar Pradesh, India",4.4,1609,3708,INR,Luxury Hotel
HOT00514,Skyline Ahmedabad Hotel 514,Ahmedabad,"Ahmedabad, Gujarat, India",4.8,3752,2898,INR,Business Hotel
HOT00515,Palm Ooty Lodge 515,Ooty,"Ooty, Tamil Nadu, India",4.2,7804,8621,INR,Business Hotel
HOT00516,Royal Kochi Hotel 516,Kochi,"Kochi, Kerala, India",4.7,593,17352,INR,Budget Hotel
HOT00517,Green Ooty Suites 517,Ooty,"Ooty, Tamil Nadu, India",3.1,7382,6564,INR,Resort
HOT00518,Lakeview Pune Suites 518,Pune,"Pune, Maharashtra, India",2.9,1308,15166,INR,Resort
HOT00519,Green Hyderabad Heights 519,Hyderabad,"Hyderabad, Telangana, India",3.5,1122,3751,INR,Business Hotel
HOT00520,Palm Varanasi Lodge 520,Varanasi,"Varanasi, Uttar Pradesh, India",3.5,4550,17929,INR,Business Hotel
HOT00521,Comfort Bengaluru Lodge 521,Bengaluru,"Bengaluru, Karnataka, India",4.4,1868,14480,INR,Resort
HOT00522,Green Hyderabad Residency 522,Hyderabad,"Hyderabad, Telangana, India",4.7,1679,10274,INR,Budget Hotel
HOT00523,Palm Ahmedabad Heights 523,Ahmedabad,"Ahmedabad, Gujarat, India",3.6,7980,16400,INR,Hotel
HOT00524,Central Kolkata Hotel 524,Kolkata,"Kolkata, West Bengal, India",3.1,6606,2170,INR,Business Hotel
HOT00525,Comfort Mysuru Palace 525,Mysuru,"Mysuru, Karnataka, India",2.9,7810,9700,INR,Boutique Hotel
HOT00526,Regal Bengaluru Heights 526,Bengaluru,"Bengaluru, Karnataka, India",3.5,8079,4118,INR,Resort
HOT00527,Central Hyderabad Resort 527,Hyderabad,"Hyderabad, Telangana, India",4.4,5282,9728,INR,Luxury Hotel
HOT00528,Green Udaipur Residency 528,Udaipur,"Udaipur, Rajasthan, India",3.2,3488,14242,INR,Luxury Hotel
HOT00529,Skyline Shimla Retreat 529,Shimla,"Shimla, Himachal Pradesh, India",4.5,8467,6109,INR,Hotel
HOT00530,Comfort Kochi Lodge 530,Kochi,"Kochi, Kerala, India",3.6,499,6593,INR,Resort
HOT00531,Grand Pune Palace 531,Pune,"Pune, Maharashtra, India",2.9,853,12708,INR,Luxury Hotel
HOT00532,Central Pune Retreat 532,Pune,"Pune, Maharashtra, India",4.5,8300,13907,INR,Luxury Hotel
HOT00533,Urban Chennai Inn 533,Chennai,"Chennai, Tamil Nadu, India",3.3,8033,15517,INR,Resort
HOT00534,Green Shimla Lodge 534,Shimla,"Shimla, Himachal Pradesh, India",3.5,2704,9375,INR,Luxury Hotel
HOT00535,Central Delhi Inn 535,Delhi,"Delhi, Delhi, India",3.6,2694,7922,INR,Resort
HOT00536,Urban Jaipur Palace 536,Jaipur,"Jaipur, Rajasthan, India",3.4,6734,17719,INR,Hotel
HOT00537,Heritage Bengaluru Suites 537,Bengaluru,"Bengaluru, Karnataka, India",4.2,163,8232,INR,Boutique Hotel
HOT00538,Central Rishikesh Heights 538,Rishikesh,"Rishikesh, Uttarakhand, India",3.7,6193,12326,INR,Business Hotel
HOT00539,Lakeview Goa Resort 539,Goa,"Goa, Goa, India",3.4,6531,4252,INR,Hotel
HOT00540,Urban Ooty Retreat 540,Ooty,"Ooty, Tamil Nadu, India",4.0,4656,10680,INR,Luxury Hotel
HOT00541,Heritage Chennai Residency 541,Chennai,"Chennai, Tamil Nadu, India",3.5,4554,11554,INR,Boutique Hotel
HOT00542,Urban Goa Heights 542,Goa,"Goa, Goa, India",3.2,8500,8774,INR,Hotel
HOT00543,Palm Rishikesh Retreat 543,Rishikesh,"Rishikesh, Uttarakhand, India",4.2,442,17197,INR,Boutique Hotel
HOT00544,Palm Goa Hotel 544,Goa,"Goa, Goa, India",3.6,603,7123,INR,Boutique Hotel
HOT00545,Urban Jaipur Lodge 545,Jaipur,"Jaipur, Rajasthan, India",4.1,7819,12647,INR,Budget Hotel
HOT00546,City Kochi Lodge 546,Kochi,"Kochi, Kerala, India",3.2,1624,16326,INR,Resort
HOT00547,Comfort Goa Lodge 547,Goa,"Goa, Goa, India",4.4,3024,11898,INR,Luxury Hotel
HOT00548,Lakeview Delhi Retreat 548,Delhi,"Delhi, Delhi, India",3.3,5056,14678,INR,Boutique Hotel
HOT00549,Central Ahmedabad Heights 549,Ahmedabad,"Ahmedabad, Gujarat, India",3.8,1954,16318,INR,Hotel
HOT00550,Green Agra Residency 550,Agra,"Agra, Uttar Pradesh, India",3.8,3212,17299,INR,Hotel
HOT00551,Skyline Lucknow Heights 551,Lucknow,"Lucknow, Uttar Pradesh, India",3.7,2495,5401,INR,Resort
HOT00552,Palm Mysuru Resort 552,Mysuru,"Mysuru, Karnataka, India",3.1,2979,3548,INR,Business Hotel
HOT00553,Urban Mysuru Suites 553,Mysuru,"Mysuru, Karnataka, India",3.5,975,1054,INR,Business Hotel
HOT00554,Lakeview Goa Suites 554,Goa,"Goa, Goa, India",4.0,2620,16942,INR,Hotel
HOT00555,Green Hyderabad Hotel 555,Hyderabad,"Hyderabad, Telangana, India",4.1,6634,14958,INR,Business Hotel
HOT00556,Grand Lucknow Inn 556,Lucknow,"Lucknow, Uttar Pradesh, India",3.9,6137,1361,INR,Boutique Hotel
HOT00557,Lakeview Ooty Inn 557,Ooty,"Ooty, Tamil Nadu, India",4.2,4101,8314,INR,Luxury Hotel
HOT00558,Central Ahmedabad Suites 558,Ahmedabad,"Ahmedabad, Gujarat, India",3.0,8271,10930,INR,Resort
HOT00559,Grand Delhi Heights 559,Delhi,"Delhi, Delhi, India",4.8,7494,17948,INR,Budget Hotel
HOT00560,Regal Ooty Hotel 560,Ooty,"Ooty, Tamil Nadu, India",4.7,2217,12130,INR,Business Hotel
HOT00561,Lakeview Ahmedabad Suites 561,Ahmedabad,"Ahmedabad, Gujarat, India",4.8,6634,1526,INR,Resort
HOT00562,Comfort Jaipur Suites 562,Jaipur,"Jaipur, Rajasthan, India",3.2,384,17435,INR,Resort
HOT00563,Regal Chennai Inn 563,Chennai,"Chennai, Tamil Nadu, India",3.6,4215,2492,INR,Budget Hotel
HOT00564,Urban Mumbai Residency 564,Mumbai,"Mumbai, Maharashtra, India",4.2,348,2480,INR,Luxury Hotel
HOT00565,Palm Chennai Resort 565,Chennai,"Chennai, Tamil Nadu, India",3.6,4165,16445,INR,Luxury Hotel
HOT00566,Lakeview Hyderabad Inn 566,Hyderabad,"Hyderabad, Telangana, India",3.4,1679,17949,INR,Boutique Hotel
HOT00567,Green Rishikesh Suites 567,Rishikesh,"Rishikesh, Uttarakhand, India",3.7,1743,17663,INR,Luxury Hotel
HOT00568,Royal Rishikesh Heights 568,Rishikesh,"Rishikesh, Uttarakhand, India",3.0,1766,17209,INR,Resort
HOT00569,Lakeview Rishikesh Heights 569,Rishikesh,"Rishikesh, Uttarakhand, India",4.5,3329,12628,INR,Luxury Hotel
HOT00570,Central Udaipur Suites 570,Udaipur,"Udaipur, Rajasthan, India",2.9,8157,7705,INR,Luxury Hotel
HOT00571,Regal Shimla Palace 571,Shimla,"Shimla, Himachal Pradesh, India",2.8,1483,4518,INR,Budget Hotel
HOT00572,City Shimla Residency 572,Shimla,"Shimla, Himachal Pradesh, India",4.4,1254,4219,INR,Boutique Hotel
HOT00573,Heritage Jaipur Heights 573,Jaipur,"Jaipur, Rajasthan, India",3.4,845,4170,INR,Resort
HOT00574,Central Mumbai Retreat 574,Mumbai,"Mumbai, Maharashtra, India",4.5,5148,14859,INR,Luxury Hotel
HOT00575,Royal Chennai Inn 575,Chennai,"Chennai, Tamil Nadu, India",2.8,2292,6487,INR,Boutique Hotel
HOT00576,Heritage Ahmedabad Heights 576,Ahmedabad,"Ahmedabad, Gujarat, India",4.6,1547,13110,INR,Boutique Hotel
HOT00577,Royal Kolkata Hotel 577,Kolkata,"Kolkata, West Bengal, India",3.6,7504,9807,INR,Business Hotel
HOT00578,Palm Shimla Suites 578,Shimla,"Shimla, Himachal Pradesh, India",3.0,985,6123,INR,Hotel
HOT00579,Green Udaipur Resort 579,Udaipur,"Udaipur, Rajasthan, India",4.5,7203,6839,INR,Budget Hotel
HOT00580,Regal Lucknow Inn 580,Lucknow,"Lucknow, Uttar Pradesh, India",4.6,2165,16729,INR,Business Hotel
