payment_id,booking_id,customer_id,transaction_reference,amount,currency,payment_method,payment_status,gateway,created_at,failure_reason
PAY000537,BK000769,CUST00256,TXN65691119,55079,INR,UPI,success,PayU,2026-12-15,
PAY000538,BK000183,CUST00202,TXN93769352,36075,INR,Credit Card,refunded,Razorpay,2027-03-29,
PAY000539,BK000117,CUST00098,TXN94251803,98219,INR,Wallet,failed,PayU,2027-02-01,gateway_timeout
PAY000540,BK000102,CUST00045,TXN89692671,47375,INR,Wallet,refunded,Razorpay,2026-12-20,
PAY000541,BK000365,CUST00142,TXN20087146,91282,INR,Credit Card,success,Stripe,2026-11-16,
PAY000542,BK000928,CUST00157,TXN16787608,94209,INR,Net Banking,failed,Cashfree,2027-02-26,invalid_payment
PAY000543,BK000269,CUST00060,TXN35377157,3284,INR,Net Banking,success,Stripe,2026-10-02,
PAY000544,BK000973,CUST00056,TXN79126082,87187,INR,Wallet,pending,Razorpay,2027-03-11,
PAY000545,BK000599,CUST00174,TXN96669068,58303,INR,Net Banking,success,Stripe,2027-01-31,
PAY000546,BK000991,CUST00276,TXN16357988,30777,INR,Wallet,success,Razorpay,2027-02-14,
PAY000547,BK000594,CUST00139,TXN26552719,102597,INR,Credit Card,success,Razorpay,2027-01-29,
PAY000548,BK000575,CUST00159,TXN99309424,71413,INR,Wallet,success,Razorpay,2026-12-05,
PAY000549,BK000446,CUST00001,TXN56328522,22287,INR,Debit Card,success,Stripe,2027-03-10,
PAY000550,BK000267,CUST00138,TXN69478290,117152,INR,Credit Card,success,Razorpay,2027-03-13,
PAY000551,BK000097,CUST00003,TXN63500991,30391,INR,Wallet,success,PayU,2026-10-02,
PAY000552,BK000394,CUST00122,TXN79004304,106443,INR,Credit Card,success,Stripe,2026-12-10,
PAY000553,BK000393,CUST00210,TXN51817227,48041,INR,Net Banking,pending,Razorpay,2026-12-01,
PAY000554,BK000800,CUST00014,TXN93981048,18626,INR,Wallet,success,PayU,2026-10-09,
PAY000555,BK000262,CUST00224,TXN88999636,117356,INR,UPI,success,PayU,2026-11-10,
PAY000556,BK000436,CUST00233,TXN13971194,116815,INR,UPI,success,Cashfree,2027-03-07,
PAY000557,BK000043,CUST00090,TXN60501877,119071,INR,UPI,success,PayU,2026-11-18,
PAY000558,BK000488,CUST00071,TXN41805449,16728,INR,Debit Card,failed,PayU,2026-10-21,gateway_timeout
PAY000559,BK000035,CUST00160,TXN40714742,27459,INR,Debit Card,success,PayU,2026-11-20,
PAY000560,BK000251,CUST00023,TXN13241903,52699,INR,Credit Card,success,PayU,2026-11-30,
PAY000561,BK000166,CUST00082,TXN64851384,61497,INR,UPI,pending,PayU,2026-11-21,
PAY000562,BK000232,CUST00137,TXN25236296,118404,INR,Credit Card,success,PayU,2026-12-04,
PAY000563,BK000968,CUST00290,TXN21995915,96423,INR,Net Banking,refunded,Stripe,2027-02-20,
PAY000564,BK000949,CUST00267,TXN61987483,2550,INR,Wallet,success,Cashfree,2027-03-11,
PAY000565,BK000208,CUST00149,TXN81381341,90066,INR,Credit Card,failed,Razorpay,2027-02-22,invalid_payment
PAY000566,BK000889,CUST00243,TXN44159347,43206,INR,UPI,failed,Cashfree,2027-01-19,insufficient_funds
PAY000567,BK000118,CUST00056,TXN96205546,78662,INR,Wallet,success,Stripe,2027-03-21,
PAY000568,BK000394,CUST00007,TXN83843551,95037,INR,Credit Card,success,Razorpay,2026-12-25,
PAY000569,BK000186,CUST00067,TXN31547084,1342,INR,Net Banking,success,Razorpay,2026-12-14,
PAY000570,BK000876,CUST00081,TXN68346506,76442,INR,Credit Card,success,PayU,2027-03-28,
PAY000571,BK000064,CUST00176,TXN55248318,71943,INR,Debit Card,success,Razorpay,2027-03-13,
PAY000572,BK000684,CUST00263,TXN73176856,92772,INR,Debit Card,failed,Cashfree,2027-03-30,gateway_timeout
PAY000573,BK000226,CUST00155,TXN46266614,24611,INR,Credit Card,success,Stripe,2027-03-18,
PAY000574,BK000249,CUST00241,TXN22469018,88957,INR,Debit Card,success,Razorpay,2026-12-16,
PAY000575,BK000018,CUST00045,TXN18651935,27044,INR,UPI,success,PayU,2026-11-02,
PAY000576,BK000770,CUST00108,TXN45055818,42813,INR,Debit Card,refunded,Razorpay,2027-03-09,
PAY000577,BK000244,CUST00155,TXN90366468,104547,INR,Wallet,success,Razorpay,2027-01-18,
PAY000578,BK000371,CUST00272,TXN28632492,20651,INR,UPI,pending,Stripe,2027-03-09,
PAY000579,BK000871,CUST00294,TXN96319331,30690,INR,UPI,success,Stripe,2026-12-13,
PAY000580,BK000648,CUST00292,TXN60349096,94142,INR,Credit Card,failed,Cashfree,2027-03-01,insufficient_funds
PAY000581,BK000570,CUST00107,TXN12784273,72210,INR,Wallet,refunded,PayU,2026-10-09,
PAY000582,BK000593,CUST00203,TXN13330901,33053,INR,UPI,pending,Stripe,2026-12-06,
PAY000583,BK000218,CUST00102,TXN30277989,48095,INR,Wallet,failed,Razorpay,2026-10-20,gateway_timeout
PAY000584,BK000362,CUST00207,TXN86687612,27797,INR,UPI,success,Cashfree,2027-02-13,
PAY000585,BK000789,CUST00221,TXN72166119,54246,INR,Debit Card,success,Stripe,2026-11-13,
PAY000586,BK000302,CUST00296,TXN71527889,45804,INR,Wallet,success,Stripe,2026-10-15,
PAY000587,BK000220,CUST00167,TXN83950500,116643,INR,Debit Card,pending,Cashfree,2026-11-07,
PAY000588,BK000229,CUST00277,TXN56900130,74941,INR,UPI,success,PayU,2026-10-31,
PAY000589,BK000041,CUST00209,TXN65160020,45671,INR,UPI,failed,Razorpay,2026-12-28,gateway_timeout
PAY000590,BK000345,CUST00167,TXN23407675,63601,INR,Net Banking,pending,Stripe,2026-11-29,
PAY000591,BK000211,CUST00202,TXN75319557,108215,INR,Wallet,success,Razorpay,2027-03-20,
PAY000592,BK000725,CUST00064,TXN45427369,110332,INR,Credit Card,failed,Cashfree,2026-11-17,gateway_timeout
PAY000593,BK000002,CUST00064,TXN61090656,30970,INR,Credit Card,refunded,Cashfree,2026-12-22,
PAY000594,BK000266,CUST00073,TXN63284676,55716,INR,UPI,success,Cashfree,2026-10-24,
PAY000595,BK000073,CUST00174,TXN37004711,108104,INR,Wallet,failed,PayU,2026-12-31,bank_declined
PAY000596,BK000515,CUST00277,TXN35549842,89870,INR,Credit Card,failed,Razorpay,2026-12-20,bank_declined
PAY000597,BK000535,CUST00004,TXN96002308,24851,INR,Debit Card,success,Razorpay,2026-10-28,
PAY000598,BK000694,CUST00166,TXN11491732,111969,INR,Net Banking,success,Cashfree,2027-01-18,
PAY000599,BK000557,CUST00056,TXN32301122,115862,INR,Wallet,success,PayU,2027-02-22,
PAY000600,BK000606,CUST00032,TXN20050870,648,INR,UPI,success,Stripe,2027-03-23,
PAY000601,BK000540,CUST00064,TXN53654952,53298,INR,UPI,success,PayU,2027-02-20,
PAY000602,BK000342,CUST00045,TXN19281440,18793,INR,Credit Card,success,Razorpay,2027-01-10,
PAY000603,BK000633,CUST00037,TXN16488415,116038,INR,Wallet,refunded,Cashfree,2026-10-23,
PAY000604,BK000695,CUST00121,TXN29963402,57091,INR,Debit Card,pending,Stripe,2026-10-14,
PAY000605,BK000373,CUST00300,TXN70915436,109849,INR,Wallet,success,Razorpay,2026-12-10,
PAY000606,BK000661,CUST00162,TXN98633992,14686,INR,Credit Card,success,PayU,2027-02-11,
PAY000607,BK000038,CUST00187,TXN80206595,106029,INR,Debit Card,success,Cashfree,2026-11-14,
PAY000608,BK000364,CUST00195,TXN31719480,81495,INR,Wallet,pending,Razorpay,2027-01-21,
PAY000609,BK000391,CUST00102,TXN82764839,81230,INR,Credit Card,success,PayU,2026-11-01,
PAY000610,BK000105,CUST00220,TXN83523308,74406,INR,UPI,pending,PayU,2026-10-01,
PAY000611,BK000746,CUST00028,TXN61025963,112823,INR,Debit Card,success,Stripe,2027-03-01,
PAY000612,BK000407,CUST00195,TXN36418400,3692,INR,Wallet,success,Stripe,2026-12-06,
PAY000613,BK000743,CUST00280,TXN99137629,97021,INR,Credit Card,failed,Razorpay,2026-10-11,insufficient_funds
PAY000614,BK000578,CUST00204,TXN19032401,62467,INR,Debit Card,success,Cashfree,2026-10-28,
PAY000615,BK000359,CUST00089,TXN84548337,13201,INR,UPI,success,Cashfree,2026-10-08,
PAY000616,BK000902,CUST00215,TXN37606362,73374,INR,Net Banking,success,Stripe,2027-02-18,
PAY000617,BK000090,CUST00160,TXN79742953,13876,INR,Credit Card,success,Cashfree,2026-10-16,
PAY000618,BK000253,CUST00032,TXN31330002,94863,INR,Wallet,success,Razorpay,2026-12-16,
PAY000619,BK000732,CUST00115,TXN40867234,17693,INR,Net Banking,pending,Stripe,2026-12-25,
PAY000620,BK000642,CUST00009,TXN18064546,806,INR,Credit Card,failed,Stripe,2026-12-23,invalid_payment
PAY000621,BK000541,CUST00192,TXN31923719,86483,INR,Net Banking,success,Cashfree,2026-12-12,
PAY000622,BK000370,CUST00234,TXN25031203,85445,INR,UPI,success,Cashfree,2026-12-30,
PAY000623,BK000320,CUST00116,TXN25037886,102343,INR,Credit Card,success,Stripe,2027-01-03,
PAY000624,BK000464,CUST00251,TXN75314687,7507,INR,Wallet,success,Stripe,2026-11-14,
PAY000625,BK000169,CUST00055,TXN19804169,63758,INR,Credit Card,success,PayU,2027-01-06,
PAY000626,BK000219,CUST00149,TXN46715242,115715,INR,Debit Card,success,Razorpay,2027-01-16,
PAY000627,BK000509,CUST00079,TXN58109993,111399,INR,Wallet,success,Cashfree,2026-12-21,
PAY000628,BK000604,CUST00054,TXN67417926,24105,INR,UPI,success,Stripe,2026-10-20,
PAY000629,BK000579,CUST00264,TXN98668850,59484,INR,Wallet,success,Cashfree,2027-01-11,
PAY000630,BK000660,CUST00073,TXN45384377,51696,INR,Net Banking,success,PayU,2027-01-06,
PAY000631,BK000559,CUST00211,TXN55944783,116764,INR,Wallet,success,PayU,2026-11-24,
PAY000632,BK000710,CUST00294,TXN24943836,50378,INR,Debit Card,success,Cashfree,2027-02-17,
PAY000633,BK000205,CUST00077,TXN35577515,43588,INR,UPI,pending,Cashfree,2026-10-12,
PAY000634,BK000440,CUST00083,TXN57010772,109585,INR,Debit Card,success,Razorpay,2027-03-02,
PAY000635,BK000169,CUST00088,TXN92266702,113939,INR,UPI,success,Cashfree,2027-03-01,
PAY000636,BK000746,CUST00181,TXN42725219,48478,INR,Debit Card,success,Razorpay,2027-03-04,
PAY000637,BK000814,CUST00193,TXN92603943,24358,INR,UPI,success,Cashfree,2026-11-09,
PAY000638,BK000166,CUST00156,TXN64459136,54673,INR,Credit Card,success,Cashfree,2026-10-05,
PAY000639,BK000662,CUST00029,TXN43729378,80996,INR,Wallet,pending,Stripe,2026-11-18,
PAY000640,BK000865,CUST00300,TXN92957658,21823,INR,Debit Card,success,Cashfree,2026-10-02,
PAY000641,BK000959,CUST00200,TXN53829391,34654,INR,Net Banking,success,Razorpay,2027-02-09,
PAY000642,BK000181,CUST00292,TXN51210415,111179,INR,Net Banking,success,Stripe,2027-01-01,
PAY000643,BK000877,CUST00085,TXN61215366,96443,INR,Net Banking,success,PayU,2026-11-14,
PAY000644,BK000275,CUST00124,TXN44395921,21363,INR,Wallet,failed,Razorpay,2027-01-30,gateway_timeout
PAY000645,BK000467,CUST00282,TXN76466982,9965,INR,Net Banking,success,Razorpay,2027-03-27,
PAY000646,BK000889,CUST00059,TXN30389090,7854,INR,Credit Card,success,Razorpay,2027-02-16,
PAY000647,BK000909,CUST00004,TXN52199454,77133,INR,UPI,success,Stripe,2026-10-23,
PAY000648,BK000609,CUST00028,TXN64447620,111992,INR,UPI,success,Stripe,2026-11-05,
PAY000649,BK000357,CUST00037,TXN32600146,53041,INR,Wallet,success,Razorpay,2026-10-03,
PAY000650,BK000525,CUST00011,TXN25205524,45472,INR,Net Banking,success,PayU,2026-12-09,
PAY000651,BK000968,CUST00021,TXN59275461,88397,INR,Wallet,pending,Cashfree,2027-01-30,
PAY000652,BK000117,CUST00165,TXN90149505,29379,INR,Net Banking,success,Stripe,2026-10-05,
PAY000653,BK000235,CUST00112,TXN37201239,94329,INR,UPI,pending,PayU,2026-10-08,
PAY000654,BK000672,CUST00214,TXN57550358,7778,INR,UPI,failed,Stripe,2027-01-19,gateway_timeout
PAY000655,BK000341,CUST00220,TXN38292140,96373,INR,Net Banking,success,Razorpay,2026-10-07,
PAY000656,BK000423,CUST00063,TXN66849830,64623,INR,Wallet,success,Cashfree,2026-10-27,
PAY000657,BK000434,CUST00077,TXN77672613,6691,INR,Net Banking,success,PayU,2026-10-25,
PAY000658,BK000091,CUST00126,TXN17072978,116817,INR,Debit Card,failed,Cashfree,2026-11-14,bank_declined
PAY000659,BK000480,CUST00173,TXN45343326,82520,INR,Wallet,failed,Cashfree,2027-01-03,bank_declined
PAY000660,BK000801,CUST00214,TXN98813105,36947,INR,Credit Card,success,Stripe,2027-02-14,
PAY000661,BK000225,CUST00243,TXN42013279,29179,INR,Wallet,success,Cashfree,2026-11-17,
PAY000662,BK000208,CUST00017,TXN22816496,51792,INR,Debit Card,success,Stripe,2026-12-14,
PAY000663,BK000018,CUST00276,TXN65534395,52315,INR,Credit Card,refunded,Cashfree,2027-03-08,
PAY000664,BK000723,CUST00215,TXN11918156,30486,INR,Wallet,pending,Stripe,2027-03-04,
PAY000665,BK000668,CUST00191,TXN69852659,72720,INR,Credit Card,success,Stripe,2027-02-15,
PAY000666,BK000050,CUST00070,TXN72140522,68929,INR,UPI,success,PayU,2026-11-02,
PAY000667,BK000368,CUST00091,TXN98244426,74868,INR,Debit Card,success,Cashfree,2027-02-27,
PAY000668,BK000768,CUST00144,TXN29084102,57746,INR,Net Banking,success,Stripe,2027-03-13,
PAY000669,BK000726,CUST00203,TXN28489894,55743,INR,Wallet,pending,Razorpay,2026-10-15,
PAY000670,BK000576,CUST00034,TXN70101412,92385,INR,Wallet,success,PayU,2027-03-21,
PAY000671,BK000567,CUST00196,TXN27872958,30865,INR,Wallet,pending,PayU,2027-02-24,
PAY000672,BK000856,CUST00103,TXN94736385,5266,INR,Net Banking,success,PayU,2027-01-26,
PAY000673,BK000572,CUST00164,TXN62801849,14340,INR,Credit Card,success,Razorpay,2026-11-10,
PAY000674,BK000497,CUST00259,TXN90921018,74669,INR,Net Banking,success,Stripe,2026-11-03,
PAY000675,BK000813,CUST00161,TXN93345669,3738,INR,Credit Card,success,Razorpay,2026-10-27,
PAY000676,BK000788,CUST00196,TXN39770362,19939,INR,UPI,failed,Razorpay,2026-12-21,invalid_payment
PAY000677,BK000262,CUST00036,TXN12812513,111747,INR,UPI,pending,PayU,2027-02-09,
PAY000678,BK000068,CUST00031,TXN19714981,50893,INR,Debit Card,success,Cashfree,2026-10-14,
PAY000679,BK000721,CUST00038,TXN94272719,28398,INR,Wallet,success,Stripe,2026-10-26,
PAY000680,BK000754,CUST00160,TXN38671997,15225,INR,UPI,success,Stripe,2026-11-23,
PAY000681,BK000636,CUST00232,TXN67848451,68958,INR,Wallet,success,Stripe,2026-11-01,
PAY000682,BK000580,CUST00251,TXN33728283,78131,INR,UPI,success,PayU,2026-12-01,
PAY000683,BK000913,CUST00135,TXN88708045,39313,INR,UPI,refunded,Stripe,2027-03-16,
PAY000684,BK000730,CUST00143,TXN75188020,47224,INR,Debit Card,success,PayU,2026-10-28,
PAY000685,BK000252,CUST00065,TXN72489087,17604,INR,Net Banking,pending,PayU,2027-02-07,
PAY000686,BK000377,CUST00081,TXN93606928,8394,INR,Debit Card,success,Cashfree,2026-12-05,
PAY000687,BK000290,CUST00036,TXN92513610,110863,INR,Net Banking,pending,Stripe,2027-03-03,
PAY000688,BK000749,CUST00277,TXN32449202,66651,INR,Debit Card,failed,Stripe,2027-03-03,invalid_payment
PAY000689,BK000200,CUST00236,TXN71986006,72235,INR,Net Banking,success,Razorpay,2026-12-07,
PAY000690,BK000563,CUST00231,TXN40587695,58242,INR,Wallet,success,Cashfree,2027-02-22,
PAY000691,BK000190,CUST00120,TXN32060315,63214,INR,Wallet,failed,Stripe,2026-10-15,invalid_payment
PAY000692,BK000515,CUST00029,TXN80602608,75483,INR,Wallet,success,Razorpay,2026-11-23,
PAY000693,BK000106,CUST00210,TXN38204214,87557,INR,Net Banking,success,Razorpay,2026-11-17,
PAY000694,BK000104,CUST00269,TXN23683251,33212,INR,Credit Card,pending,Cashfree,2026-11-26,
PAY000695,BK000685,CUST00131,TXN78861988,79336,INR,Wallet,success,Stripe,2026-12-24,
PAY000696,BK000682,CUST00002,TXN66487154,21389,INR,Credit Card,success,Cashfree,2026-10-01,
PAY000697,BK000248,CUST00163,TXN72226154,102592,INR,UPI,refunded,Razorpay,2027-02-08,
PAY000698,BK000772,CUST00107,TXN87930593,96294,INR,Net Banking,success,Razorpay,2026-11-04,
PAY000699,BK000876,CUST00024,TXN49514671,78257,INR,Debit Card,success,Cashfree,2026-12-19,
PAY000700,BK000661,CUST00101,TXN14605838,97356,INR,UPI,success,Stripe,2027-03-07,
PAY000701,BK000072,CUST00038,TXN22851241,97733,INR,Debit Card,success,Cashfree,2027-03-25,
PAY000702,BK000565,CUST00015,TXN28482319,6199,INR,Credit Card,success,Razorpay,2027-02-14,
PAY000703,BK000943,CUST00245,TXN88487943,118459,INR,Credit Card,success,Razorpay,2026-10-07,
PAY000704,BK000468,CUST00082,TXN35270844,38447,INR,Credit Card,success,Cashfree,2027-02-11,
PAY000705,BK000022,CUST00058,TXN84075272,66903,INR,Credit Card,success,Razorpay,2027-01-09,
PAY000706,BK000564,CUST00021,TXN80711868,84440,INR,Debit Card,success,Razorpay,2027-01-06,
PAY000707,BK000371,CUST00273,TXN30136688,14543,INR,UPI,success,Stripe,2026-12-24,
PAY000708,BK000025,CUST00210,TXN83101000,119844,INR,Debit Card,failed,PayU,2027-02-14,insufficient_funds
PAY000709,BK000541,CUST00040,TXN25756127,96521,INR,Credit Card,failed,PayU,2026-11-19,gateway_timeout
PAY000710,BK000782,CUST00146,TXN32178630,116320,INR,Wallet,success,PayU,2026-10-10,
PAY000711,BK000324,CUST00215,TXN60451739,28171,INR,Debit Card,success,Cashfree,2027-03-15,
PAY000712,BK000682,CUST00299,TXN32148281,96488,INR,Credit Card,success,Cashfree,2027-03-09,
PAY000713,BK000326,CUST00244,TXN33930482,110305,INR,Credit Card,failed,Razorpay,2026-10-24,gateway_timeout
PAY000714,BK000898,CUST00078,TXN55498861,45039,INR,Net Banking,pending,Razorpay,2026-10-01,
PAY000715,BK000041,CUST00204,TXN11080693,54188,INR,Credit Card,success,Razorpay,2026-12-18,
PAY000716,BK000336,CUST00183,TXN82896550,85656,INR,Net Banking,success,Cashfree,2026-10-13,
PAY000717,BK000412,CUST00172,TXN71955384,91003,INR,UPI,success,Cashfree,2027-01-21,
PAY000718,BK000592,CUST00202,TXN56844214,110517,INR,Net Banking,success,Cashfree,2026-10-21,
PAY000719,BK000132,CUST00080,TXN13143197,77981,INR,Net Banking,failed,Stripe,2026-11-19,insufficient_funds
PAY000720,BK000827,CUST00055,TXN62520839,23604,INR,Net Banking,failed,Cashfree,2027-01-09,bank_declined
PAY000721,BK000675,CUST00244,TXN36798104,4829,INR,Credit Card,refunded,PayU,2027-01-08,
PAY000722,BK000674,CUST00212,TXN76447054,62907,INR,Net Banking,success,Razorpay,2026-12-24,
PAY000723,BK000963,CUST00065,TXN90065471,113839,INR,Wallet,success,Cashfree,2026-11-22,
PAY000724,BK000810,CUST00206,TXN93245686,20628,INR,Net Banking,success,Stripe,2026-12-31,
PAY000725,BK000664,CUST00259,TXN81902090,98261,INR,Wallet,success,Razorpay,2027-01-17,
PAY000726,BK000048,CUST00012,TXN93196679,43966,INR,Wallet,success,PayU,2026-10-15,
PAY000727,BK000939,CUST00030,TXN34284972,60971,INR,Debit Card,pending,Razorpay,2027-02-04,
PAY000728,BK000996,CUST00163,TXN73727930,48319,INR,Debit Card,success,Razorpay,2026-11-07,
PAY000729,BK000962,CUST00068,TXN62404737,59843,INR,Wallet,success,Cashfree,2027-01-01,
PAY000730,BK000017,CUST00087,TXN60318675,12720,INR,Net Banking,success,Razorpay,2027-01-19,
PAY000731,BK000221,CUST00256,TXN93417357,106467,INR,Net Banking,failed,PayU,2027-01-26,gateway_timeout
PAY000732,BK000454,CUST00155,TXN71984720,56508,INR,Credit Card,success,Razorpay,2026-11-13,
PAY000733,BK000700,CUST00025,TXN77775277,62959,INR,Debit Card,success,Razorpay,2026-11-03,
PAY000734,BK000464,CUST00072,TXN78228943,116442,INR,UPI,success,Cashfree,2026-10-09,
PAY000735,BK000275,CUST00107,TXN71815142,58164,INR,Wallet,success,Razorpay,2026-11-05,
PAY000736,BK000563,CUST00284,TXN88070712,106794,INR,Net Banking,failed,Stripe,2027-03-24,gateway_timeout
PAY000737,BK000336,CUST00001,TXN94935811,38945,INR,Credit Card,refunded,Stripe,2027-03-09,
PAY000738,BK000029,CUST00161,TXN26089377,23402,INR,Credit Card,pending,Cashfree,2027-03-06,
PAY000739,BK000116,CUST00007,TXN23503336,4390,INR,Wallet,success,Cashfree,2027-02-08,
PAY000740,BK000551,CUST00104,TXN91832847,4868,INR,Debit Card,success,Cashfree,2027-01-15,
PAY000741,BK000992,CUST00267,TXN37482474,60554,INR,Debit Card,success,PayU,2027-01-21,
PAY000742,BK000939,CUST00185,TXN67406724,37893,INR,Wallet,pending,PayU,2026-11-19,
PAY000743,BK000739,CUST00257,TXN19410556,28690,INR,Net Banking,success,Stripe,2026-11-01,
PAY000744,BK000086,CUST00031,TXN29977260,24121,INR,Debit Card,success,Cashfree,2027-01-03,
PAY000745,BK000937,CUST00287,TXN11450442,74078,INR,Wallet,success,Cashfree,2026-11-22,
PAY000746,BK000653,CUST00062,TXN79103681,42074,INR,UPI,success,Razorpay,2026-10-19,
PAY000747,BK000149,CUST00188,TXN10937783,9800,INR,Net Banking,success,PayU,2027-01-04,
PAY000748,BK000117,CUST00256,TXN24042678,62891,INR,Wallet,success,PayU,2026-12-16,
PAY000749,BK000318,CUST00102,TXN36237529,49951,INR,UPI,success,Cashfree,2027-01-23,
PAY000750,BK000955,CUST00092,TXN84373303,90488,INR,Net Banking,refunded,PayU,2027-01-15,
PAY000751,BK000498,CUST00096,TXN62805817,119975,INR,Credit Card,success,Razorpay,2026-10-12,
PAY000752,BK000654,CUST00298,TXN74891347,77243,INR,Net Banking,success,Razorpay,2027-03-25,
PAY000753,BK000729,CUST00165,TXN91770949,83983,INR,UPI,success,Cashfree,2027-01-14,
PAY000754,BK000099,CUST00178,TXN51937368,101503,INR,Credit Card,success,Cashfree,2026-12-18,
PAY000755,BK000395,CUST00177,TXN26580654,116412,INR,Wallet,failed,PayU,2026-11-17,invalid_payment
PAY000756,BK000832,CUST00081,TXN95469086,2804,INR,Wallet,success,Razorpay,2027-01-14,
PAY000757,BK000235,CUST00026,TXN96712560,105896,INR,Debit Card,success,Razorpay,2027-02-08,
PAY000758,BK000975,CUST00037,TXN67271722,49592,INR,Net Banking,failed,Razorpay,2026-10-26,insufficient_funds
PAY000759,BK000085,CUST00043,TXN13074883,95946,INR,Debit Card,success,Razorpay,2027-01-22,
PAY000760,BK000737,CUST00202,TXN47504425,74427,INR,Credit Card,success,Razorpay,2027-02-26,
PAY000761,BK000889,CUST00128,TXN30193174,22093,INR,Credit Card,success,Stripe,2027-01-12,
PAY000762,BK000318,CUST00254,TXN24645844,75384,INR,Credit Card,refunded,PayU,2027-01-04,
PAY000763,BK000137,CUST00136,TXN48988127,862,INR,UPI,failed,Cashfree,2027-01-19,insufficient_funds
PAY000764,BK000562,CUST00138,TXN44291655,69351,INR,Credit Card,success,Razorpay,2027-01-28,
PAY000765,BK000688,CUST00116,TXN54662320,95739,INR,Credit Card,success,Razorpay,2026-11-20,
PAY000766,BK000776,CUST00037,TXN72057452,76748,INR,Debit Card,pending,PayU,2027-03-23,
PAY000767,BK000309,CUST00188,TXN54674537,39362,INR,Credit Card,success,Stripe,2026-12-08,
PAY000768,BK000322,CUST00110,TXN20946237,13506,INR,Wallet,success,Stripe,2026-10-04,
PAY000769,BK000556,CUST00153,TXN95185918,101257,INR,Net Banking,success,Cashfree,2026-10-22,
PAY000770,BK000104,CUST00086,TXN25279438,106771,INR,UPI,success,PayU,2027-01-14,
PAY000771,BK000274,CUST00080,TXN22727165,44711,INR,Net Banking,refunded,Cashfree,2027-03-18,
PAY000772,BK000510,CUST00135,TXN48243790,63025,INR,Wallet,success,PayU,2026-10-17,
PAY000773,BK000710,CUST00055,TXN88379520,38588,INR,Wallet,success,Cashfree,2027-02-24,
PAY000774,BK000686,CUST00088,TXN40405971,4208,INR,Wallet,success,PayU,2027-03-05,
PAY000775,BK000072,CUST00018,TXN42629237,88494,INR,Net Banking,success,Stripe,2026-11-21,
PAY000776,BK000844,CUST00002,TXN80342077,46536,INR,Credit Card,success,PayU,2026-10-31,
PAY000777,BK000911,CUST00224,TXN94727625,22322,INR,UPI,success,Cashfree,2026-11-07,
PAY000778,BK000012,CUST00049,TXN55248665,26813,INR,UPI,pending,PayU,2026-10-17,
PAY000779,BK000973,CUST00141,TXN49066147,53047,INR,Net Banking,success,Razorpay,2026-11-21,
PAY000780,BK000278,CUST00236,TXN59583588,12337,INR,Debit Card,refunded,Cashfree,2026-12-03,
PAY000781,BK000284,CUST00151,TXN27954386,54826,INR,Wallet,success,PayU,2026-12-12,
PAY000782,BK000882,CUST00003,TXN14264566,44883,INR,Credit Card,success,Stripe,2027-01-27,
PAY000783,BK000331,CUST00010,TXN52019691,94798,INR,Net Banking,success,Cashfree,2026-12-26,
PAY000784,BK000441,CUST00264,TXN50468374,41048,INR,Wallet,failed,Razorpay,2026-11-09,insufficient_funds
PAY000785,BK000859,CUST00295,TXN21426852,17553,INR,Credit Card,success,Stripe,2027-03-10,
PAY000786,BK000287,CUST00203,TXN18699424,33894,INR,Wallet,success,Razorpay,2026-11-25,
PAY000787,BK000120,CUST00038,TXN35977614,77041,INR,Debit Card,success,PayU,2027-01-21,
PAY000788,BK000198,CUST00295,TXN67673783,1283,INR,Net Banking,success,PayU,2027-02-14,
PAY000789,BK000151,CUST00164,TXN53073685,73004,INR,Net Banking,success,Stripe,2027-02-18,
PAY000790,BK000739,CUST00069,TXN68019038,6684,INR,Credit Card,success,Stripe,2027-02-23,
PAY000791,BK000591,CUST00116,TXN17839051,64714,INR,UPI,success,Cashfree,2027-03-03,
PAY000792,BK000323,CUST00184,TXN24141692,117140,INR,Credit Card,success,Stripe,2027-03-29,
PAY000793,BK000721,CUST00112,TXN56236708,14865,INR,Credit Card,success,Cashfree,2027-02-07,
PAY000794,BK000242,CUST00102,TXN90649243,63703,INR,UPI,failed,Cashfree,2027-03-11,gateway_timeout
PAY000795,BK000673,CUST00280,TXN94295497,16583,INR,Debit Card,success,Stripe,2027-03-26,
PAY000796,BK000164,CUST00105,TXN61529679,21299,INR,Credit Card,refunded,Stripe,2027-02-11,
PAY000797,BK000912,CUST00074,TXN24646251,12497,INR,UPI,pending,Cashfree,2026-11-06,
PAY000798,BK000041,CUST00236,TXN65572567,81294,INR,UPI,success,Razorpay,2026-10-27,
PAY000799,BK000663,CUST00116,TXN36078600,24953,INR,Wallet,success,Cashfree,2026-11-20,
PAY000800,BK000397,CUST00136,TXN80074737,75963,INR,Wallet,refunded,Cashfree,2026-10-01,
PAY000801,BK000653,CUST00289,TXN16637385,3088,INR,Wallet,success,Cashfree,2026-11-24,
PAY000802,BK000144,CUST00009,TXN39113113,104484,INR,Credit Card,success,Razorpay,2026-10-18,
PAY000803,BK000745,CUST00028,TXN11605316,19381,INR,Debit Card,success,PayU,2027-01-25,
PAY000804,BK000500,CUST00084,TXN19828781,8956,INR,Net Banking,success,Cashfree,2026-12-29,
