compensation_id,booking_id,customer_id,incident_type,original_amount,compensation_amount,currency,compensation_type,status,resolution,created_at
COMP000529,BK000200,CUST00224,cancellation,39803,22913,INR,voucher,approved,alternative_service,2027-01-06
COMP000530,BK000594,CUST00212,payment_failure,9453,23209,INR,cash_compensation,processed,full_refund,2027-01-17
COMP000531,BK000393,CUST00288,payment_failure,100164,17459,INR,partial_refund,approved,provider_rebooked,2026-10-15
COMP000532,BK000111,CUST00272,service_unavailable,62042,271,INR,refund,approved,partial_refund,2026-12-29
COMP000533,BK000962,CUST00159,provider_failure,126256,3520,INR,cash_compensation,rejected,provider_rebooked,2027-02-19
COMP000534,BK000568,CUST00198,service_unavailable,95492,16159,INR,partial_refund,pending,alternative_service,2027-03-08
COMP000535,BK000687,CUST00079,service_unavailable,110235,1482,INR,refund,rejected,partial_refund,2027-02-14
COMP000536,BK000294,CUST00118,cancellation,82677,7044,INR,refund,processed,full_refund,2027-02-18
COMP000537,BK000609,CUST00021,cancellation,25218,9364,INR,partial_refund,approved,partial_refund,2027-03-11
COMP000538,BK000859,CUST00182,partial_booking,2087,20982,INR,credit,pending,partial_refund,2026-10-06
COMP000539,BK000711,CUST00121,partial_booking,148594,8315,INR,cash_compensation,pending,alternative_service,2027-02-04
COMP000540,BK000599,CUST00108,service_unavailable,34687,23151,INR,credit,rejected,alternative_service,2027-01-20
COMP000541,BK000905,CUST00199,overbooking,13139,12204,INR,refund,approved,partial_refund,2027-01-21
COMP000542,BK000698,CUST00209,partial_booking,121228,24119,INR,partial_refund,processed,provider_rebooked,2027-02-07
COMP000543,BK000965,CUST00044,overbooking,41419,11593,INR,credit,processed,partial_refund,2027-02-06
COMP000544,BK000952,CUST00068,overbooking,11304,20311,INR,credit,pending,provider_rebooked,2026-10-29
COMP000545,BK000098,CUST00245,payment_failure,6720,403,INR,credit,pending,provider_rebooked,2026-12-29
COMP000546,BK000410,CUST00003,partial_booking,73062,11068,INR,partial_refund,pending,partial_refund,2027-01-14
COMP000547,BK000267,CUST00017,payment_failure,114601,9736,INR,voucher,processed,manual_review,2027-01-09
COMP000548,BK000954,CUST00031,payment_failure,128462,19342,INR,partial_refund,approved,manual_review,2027-03-03
COMP000549,BK000902,CUST00178,cancellation,31482,24485,INR,voucher,pending,customer_credit,2026-11-10
COMP000550,BK000947,CUST00213,cancellation,49043,884,INR,partial_refund,processed,alternative_service,2027-02-16
COMP000551,BK000702,CUST00136,service_unavailable,79533,23139,INR,voucher,rejected,provider_rebooked,2027-02-05
COMP000552,BK000255,CUST00272,payment_failure,44238,1891,INR,voucher,processed,manual_review,2027-01-18
COMP000553,BK000154,CUST00266,partial_booking,146944,7185,INR,credit,approved,manual_review,2027-01-11
COMP000554,BK000035,CUST00157,payment_failure,83046,21892,INR,credit,pending,partial_refund,2027-03-24
COMP000555,BK000509,CUST00249,cancellation,36086,16887,INR,cash_compensation,processed,provider_rebooked,2027-02-25
COMP000556,BK000098,CUST00061,partial_booking,8768,14412,INR,partial_refund,approved,full_refund,2027-01-31
COMP000557,BK000211,CUST00150,service_unavailable,46485,6323,INR,cash_compensation,rejected,manual_review,2026-12-24
COMP000558,BK001000,CUST00145,partial_booking,63237,401,INR,refund,processed,partial_refund,2026-10-07
COMP000559,BK000424,CUST00256,service_unavailable,18889,23656,INR,refund,processed,customer_credit,2027-01-05
COMP000560,BK000573,CUST00254,service_unavailable,18894,9094,INR,voucher,approved,manual_review,2027-03-29
COMP000561,BK000305,CUST00193,overbooking,61225,8219,INR,refund,processed,customer_credit,2026-10-06
COMP000562,BK000043,CUST00025,provider_failure,34027,19865,INR,credit,pending,manual_review,2027-01-17
COMP000563,BK000058,CUST00271,partial_booking,96483,4574,INR,cash_compensation,processed,manual_review,2027-02-04
COMP000564,BK000434,CUST00211,provider_failure,73896,1368,INR,voucher,pending,manual_review,2027-01-06
COMP000565,BK000472,CUST00022,provider_failure,107076,22807,INR,credit,rejected,partial_refund,2026-12-12
COMP000566,BK000297,CUST00007,overbooking,46362,5594,INR,voucher,rejected,partial_refund,2027-01-17
COMP000567,BK000808,CUST00145,partial_booking,9518,23218,INR,voucher,approved,full_refund,2027-02-08
COMP000568,BK000328,CUST00271,service_unavailable,6070,14682,INR,credit,approved,partial_refund,2027-01-08
COMP000569,BK000632,CUST00134,service_unavailable,54026,274,INR,voucher,processed,alternative_service,2027-03-24
COMP000570,BK000374,CUST00102,service_unavailable,12303,1461,INR,voucher,pending,partial_refund,2027-01-19
COMP000571,BK000181,CUST00113,overbooking,56208,5544,INR,partial_refund,processed,manual_review,2027-01-10
COMP000572,BK000387,CUST00075,payment_failure,30369,3647,INR,cash_compensation,pending,alternative_service,2026-12-08
COMP000573,BK000778,CUST00298,overbooking,97761,1804,INR,voucher,pending,manual_review,2026-11-27
COMP000574,BK000662,CUST00192,overbooking,56318,16094,INR,cash_compensation,processed,provider_rebooked,2026-11-11
COMP000575,BK000257,CUST00158,payment_failure,34010,18855,INR,credit,pending,partial_refund,2026-11-01
COMP000576,BK000217,CUST00191,service_unavailable,25829,23763,INR,refund,processed,provider_rebooked,2027-03-06
COMP000577,BK000011,CUST00230,service_unavailable,5255,15213,INR,partial_refund,rejected,provider_rebooked,2027-03-11
COMP000578,BK000208,CUST00100,payment_failure,134024,24055,INR,cash_compensation,rejected,partial_refund,2027-02-26
COMP000579,BK000998,CUST00130,cancellation,11075,6516,INR,partial_refund,approved,provider_rebooked,2027-02-27
COMP000580,BK000589,CUST00064,service_unavailable,32276,16030,INR,voucher,pending,customer_credit,2026-10-05
COMP000581,BK000480,CUST00131,partial_booking,71605,5197,INR,credit,rejected,alternative_service,2027-01-07
COMP000582,BK000544,CUST00111,payment_failure,129677,5439,INR,partial_refund,processed,alternative_service,2027-01-20
COMP000583,BK000540,CUST00064,overbooking,102174,16166,INR,refund,processed,alternative_service,2027-03-16
COMP000584,BK000442,CUST00069,partial_booking,7790,14493,INR,credit,approved,customer_credit,2026-12-03
COMP000585,BK000636,CUST00280,provider_failure,78966,14427,INR,credit,rejected,customer_credit,2026-11-05
COMP000586,BK000216,CUST00155,payment_failure,145997,1451,INR,credit,processed,customer_credit,2026-11-20
COMP000587,BK000288,CUST00257,partial_booking,36237,1576,INR,voucher,pending,customer_credit,2026-12-09
COMP000588,BK000313,CUST00173,provider_failure,10176,18436,INR,credit,approved,alternative_service,2027-01-30
COMP000589,BK000461,CUST00265,provider_failure,85796,18829,INR,cash_compensation,pending,full_refund,2026-11-18
COMP000590,BK000262,CUST00102,service_unavailable,56276,9522,INR,voucher,processed,customer_credit,2026-12-23
COMP000591,BK000708,CUST00252,cancellation,140115,6962,INR,voucher,pending,provider_rebooked,2027-03-05
COMP000592,BK000169,CUST00020,provider_failure,9085,21940,INR,refund,rejected,alternative_service,2026-12-18
COMP000593,BK000240,CUST00255,payment_failure,10194,19306,INR,credit,pending,alternative_service,2027-02-26
COMP000594,BK000056,CUST00117,partial_booking,20373,5332,INR,voucher,processed,manual_review,2026-11-12
COMP000595,BK000399,CUST00010,cancellation,131618,15408,INR,refund,pending,provider_rebooked,2027-03-13
COMP000596,BK000988,CUST00289,provider_failure,90197,7570,INR,cash_compensation,processed,full_refund,2027-01-19
COMP000597,BK000192,CUST00161,provider_failure,66041,8571,INR,partial_refund,processed,full_refund,2026-10-25
COMP000598,BK000346,CUST00037,payment_failure,134551,15054,INR,credit,rejected,provider_rebooked,2027-01-09
COMP000599,BK000920,CUST00003,service_unavailable,104100,23053,INR,credit,approved,customer_credit,2026-12-02
COMP000600,BK000401,CUST00049,provider_failure,123751,18454,INR,voucher,approved,provider_rebooked,2026-11-15
COMP000601,BK000339,CUST00100,partial_booking,80834,2040,INR,partial_refund,processed,alternative_service,2027-01-14
COMP000602,BK000800,CUST00221,overbooking,132871,6774,INR,refund,approved,provider_rebooked,2027-02-26
COMP000603,BK000099,CUST00079,provider_failure,41055,19626,INR,cash_compensation,rejected,provider_rebooked,2027-02-08
COMP000604,BK000958,CUST00264,cancellation,123302,4852,INR,partial_refund,approved,customer_credit,2026-11-24
COMP000605,BK000554,CUST00288,provider_failure,116443,1307,INR,partial_refund,pending,alternative_service,2027-03-10
COMP000606,BK000318,CUST00260,provider_failure,131755,1935,INR,credit,processed,manual_review,2027-02-24
COMP000607,BK000895,CUST00296,provider_failure,36738,247,INR,credit,approved,provider_rebooked,2026-11-10
COMP000608,BK000800,CUST00045,service_unavailable,18086,15354,INR,partial_refund,pending,full_refund,2027-03-16
COMP000609,BK000991,CUST00288,service_unavailable,123744,4214,INR,cash_compensation,rejected,manual_review,2027-01-21
COMP000610,BK000241,CUST00164,provider_failure,44739,15211,INR,partial_refund,pending,partial_refund,2027-03-24
COMP000611,BK000664,CUST00096,service_unavailable,7569,24687,INR,refund,processed,partial_refund,2026-12-25
COMP000612,BK000382,CUST00190,service_unavailable,115074,1549,INR,partial_refund,pending,full_refund,2026-10-12
COMP000613,BK000269,CUST00108,overbooking,122824,24080,INR,credit,pending,provider_rebooked,2026-10-07
COMP000614,BK000347,CUST00182,overbooking,98602,7366,INR,cash_compensation,rejected,alternative_service,2026-10-04
COMP000615,BK000993,CUST00132,payment_failure,126259,23025,INR,partial_refund,pending,partial_refund,2027-03-30
COMP000616,BK000432,CUST00054,provider_failure,30666,16662,INR,partial_refund,pending,customer_credit,2026-10-22
COMP000617,BK000671,CUST00132,overbooking,133504,23345,INR,voucher,processed,manual_review,2027-02-10
COMP000618,BK000148,CUST00136,cancellation,146469,19988,INR,partial_refund,pending,provider_rebooked,2027-02-20
COMP000619,BK000040,CUST00246,cancellation,91455,23638,INR,cash_compensation,approved,manual_review,2027-02-12
COMP000620,BK000648,CUST00014,payment_failure,93449,2829,INR,voucher,processed,full_refund,2027-01-16
COMP000621,BK000417,CUST00036,service_unavailable,147844,19058,INR,credit,approved,provider_rebooked,2027-02-15
COMP000622,BK000765,CUST00200,partial_booking,129672,1631,INR,cash_compensation,pending,full_refund,2027-01-19
COMP000623,BK000695,CUST00066,payment_failure,53741,9180,INR,partial_refund,rejected,partial_refund,2026-10-29
COMP000624,BK000994,CUST00213,cancellation,62767,342,INR,credit,pending,partial_refund,2026-10-12
COMP000625,BK000335,CUST00219,overbooking,73542,6693,INR,voucher,processed,customer_credit,2027-02-07
COMP000626,BK000922,CUST00097,cancellation,144422,15839,INR,voucher,approved,manual_review,2026-12-26
COMP000627,BK000074,CUST00099,provider_failure,88812,21611,INR,credit,processed,partial_refund,2026-10-13
COMP000628,BK000459,CUST00274,provider_failure,74215,9417,INR,voucher,rejected,alternative_service,2026-10-24
COMP000629,BK000563,CUST00164,service_unavailable,94304,16575,INR,refund,processed,partial_refund,2027-01-21
COMP000630,BK000466,CUST00288,service_unavailable,67645,21850,INR,credit,pending,manual_review,2027-01-12
COMP000631,BK000490,CUST00043,service_unavailable,86336,9496,INR,voucher,rejected,customer_credit,2027-02-18
COMP000632,BK000529,CUST00202,overbooking,142788,11403,INR,voucher,approved,partial_refund,2026-10-30
COMP000633,BK000487,CUST00101,provider_failure,12181,5355,INR,partial_refund,processed,customer_credit,2026-12-25
COMP000634,BK000168,CUST00017,overbooking,59158,7508,INR,refund,processed,customer_credit,2027-02-07
COMP000635,BK000582,CUST00042,provider_failure,112214,15088,INR,voucher,processed,alternative_service,2026-12-12
COMP000636,BK000085,CUST00255,service_unavailable,103213,19568,INR,partial_refund,pending,alternative_service,2026-11-21
COMP000637,BK000554,CUST00048,cancellation,48349,8032,INR,refund,pending,alternative_service,2027-01-25
COMP000638,BK000825,CUST00172,overbooking,115252,11468,INR,cash_compensation,processed,alternative_service,2027-03-13
COMP000639,BK000165,CUST00228,partial_booking,72597,129,INR,voucher,pending,partial_refund,2026-11-09
COMP000640,BK000799,CUST00277,provider_failure,99656,6365,INR,refund,rejected,alternative_service,2027-02-23
COMP000641,BK000683,CUST00018,payment_failure,119432,9342,INR,refund,processed,partial_refund,2027-01-22
COMP000642,BK000492,CUST00018,overbooking,145413,15419,INR,voucher,processed,partial_refund,2026-10-14
COMP000643,BK000637,CUST00040,cancellation,40036,18068,INR,credit,pending,provider_rebooked,2026-11-05
COMP000644,BK000412,CUST00015,partial_booking,19921,24918,INR,partial_refund,processed,manual_review,2027-01-15
COMP000645,BK000398,CUST00017,provider_failure,69238,17110,INR,voucher,rejected,provider_rebooked,2027-01-03
COMP000646,BK000206,CUST00024,partial_booking,71230,10089,INR,voucher,processed,partial_refund,2026-10-28
COMP000647,BK000029,CUST00070,payment_failure,53100,7226,INR,voucher,rejected,alternative_service,2027-02-10
COMP000648,BK000118,CUST00146,payment_failure,44711,15408,INR,partial_refund,pending,provider_rebooked,2026-11-19
COMP000649,BK000393,CUST00079,provider_failure,104057,6976,INR,refund,pending,alternative_service,2027-03-11
COMP000650,BK000900,CUST00233,payment_failure,57606,1930,INR,refund,pending,manual_review,2026-11-29
COMP000651,BK000402,CUST00256,partial_booking,38507,18282,INR,credit,processed,manual_review,2026-12-26
COMP000652,BK000942,CUST00063,service_unavailable,86459,11543,INR,cash_compensation,approved,customer_credit,2027-02-02
COMP000653,BK000925,CUST00186,partial_booking,123168,13771,INR,credit,approved,manual_review,2026-12-17
COMP000654,BK000737,CUST00137,partial_booking,70819,7671,INR,voucher,pending,full_refund,2026-11-05
COMP000655,BK000348,CUST00085,cancellation,560,3937,INR,refund,pending,alternative_service,2027-02-14
COMP000656,BK000133,CUST00039,provider_failure,135131,21436,INR,credit,pending,provider_rebooked,2026-11-05
COMP000657,BK000445,CUST00094,cancellation,93838,8743,INR,partial_refund,rejected,provider_rebooked,2026-12-09
COMP000658,BK000910,CUST00125,partial_booking,136229,18177,INR,partial_refund,processed,manual_review,2026-12-19
COMP000659,BK000413,CUST00166,provider_failure,99595,5515,INR,cash_compensation,pending,customer_credit,2027-02-01
COMP000660,BK000544,CUST00186,service_unavailable,148712,4749,INR,partial_refund,approved,full_refund,2026-11-25
COMP000661,BK000191,CUST00064,service_unavailable,120178,13329,INR,cash_compensation,rejected,manual_review,2026-12-30
COMP000662,BK000122,CUST00187,overbooking,14170,11649,INR,credit,processed,partial_refund,2026-12-03
COMP000663,BK000560,CUST00077,overbooking,53447,8343,INR,partial_refund,pending,manual_review,2026-11-08
COMP000664,BK000120,CUST00230,partial_booking,96903,10660,INR,cash_compensation,pending,manual_review,2027-01-07
COMP000665,BK000824,CUST00044,payment_failure,144935,15782,INR,cash_compensation,processed,customer_credit,2027-01-15
COMP000666,BK000886,CUST00033,cancellation,105809,2377,INR,cash_compensation,pending,customer_credit,2027-02-13
COMP000667,BK000984,CUST00061,service_unavailable,86280,18335,INR,credit,approved,partial_refund,2027-01-27
COMP000668,BK000465,CUST00023,partial_booking,39606,18707,INR,refund,processed,manual_review,2027-01-21
COMP000669,BK000487,CUST00084,cancellation,45918,12754,INR,cash_compensation,processed,partial_refund,2027-01-20
COMP000670,BK000028,CUST00182,service_unavailable,8902,24362,INR,voucher,processed,full_refund,2026-11-03
COMP000671,BK000015,CUST00059,service_unavailable,47771,19744,INR,credit,approved,provider_rebooked,2026-10-04
COMP000672,BK000827,CUST00239,partial_booking,122993,17895,INR,cash_compensation,pending,alternative_service,2027-03-11
COMP000673,BK000102,CUST00167,cancellation,21451,22669,INR,voucher,approved,customer_credit,2027-03-19
COMP000674,BK000372,CUST00202,partial_booking,113641,14364,INR,partial_refund,pending,customer_credit,2026-11-27
COMP000675,BK000955,CUST00192,cancellation,128495,5551,INR,partial_refund,approved,alternative_service,2027-01-31
COMP000676,BK000906,CUST00082,payment_failure,132545,2251,INR,refund,processed,full_refund,2026-10-19
COMP000677,BK000034,CUST00195,overbooking,99789,5498,INR,partial_refund,rejected,full_refund,2027-02-25
COMP000678,BK000400,CUST00278,provider_failure,36506,4697,INR,credit,pending,alternative_service,2026-12-28
COMP000679,BK000119,CUST00225,partial_booking,127678,24729,INR,credit,pending,provider_rebooked,2027-02-13
COMP000680,BK000224,CUST00056,provider_failure,55608,13328,INR,voucher,rejected,provider_rebooked,2026-10-02
COMP000681,BK000723,CUST00109,cancellation,93874,8420,INR,refund,approved,provider_rebooked,2026-11-28
COMP000682,BK000370,CUST00258,payment_failure,143241,13883,INR,partial_refund,pending,alternative_service,2026-11-13
COMP000683,BK000520,CUST00107,service_unavailable,149474,3119,INR,partial_refund,rejected,customer_credit,2027-02-05
COMP000684,BK000938,CUST00047,provider_failure,67062,10659,INR,partial_refund,pending,manual_review,2026-11-15
COMP000685,BK000181,CUST00033,cancellation,22673,22795,INR,credit,processed,full_refund,2026-12-14
COMP000686,BK000238,CUST00054,service_unavailable,117141,1850,INR,voucher,processed,provider_rebooked,2027-03-02
COMP000687,BK000911,CUST00062,partial_booking,35135,17170,INR,refund,pending,provider_rebooked,2026-10-24
COMP000688,BK000717,CUST00183,service_unavailable,42453,17025,INR,cash_compensation,processed,customer_credit,2027-03-30
COMP000689,BK000783,CUST00021,payment_failure,48914,8614,INR,refund,approved,partial_refund,2026-11-28
COMP000690,BK000904,CUST00027,partial_booking,93952,10437,INR,voucher,approved,manual_review,2027-02-18
COMP000691,BK000383,CUST00213,partial_booking,138493,8607,INR,refund,approved,manual_review,2027-02-25
COMP000692,BK000751,CUST00056,cancellation,84981,7454,INR,partial_refund,processed,customer_credit,2027-03-02
COMP000693,BK000293,CUST00091,overbooking,59785,9021,INR,credit,pending,alternative_service,2027-01-08
COMP000694,BK000700,CUST00041,service_unavailable,142930,21869,INR,refund,processed,full_refund,2026-11-08
COMP000695,BK000072,CUST00025,overbooking,146375,7753,INR,voucher,rejected,full_refund,2027-01-08
COMP000696,BK000178,CUST00131,partial_booking,60777,19273,INR,credit,approved,manual_review,2027-03-19
COMP000697,BK000548,CUST00300,service_unavailable,60187,11030,INR,partial_refund,pending,provider_rebooked,2027-03-22
COMP000698,BK000640,CUST00273,overbooking,87777,23977,INR,credit,approved,alternative_service,2027-02-18
COMP000699,BK000594,CUST00045,payment_failure,132890,15172,INR,voucher,approved,alternative_service,2027-03-14
COMP000700,BK000382,CUST00029,overbooking,77212,5248,INR,partial_refund,processed,alternative_service,2026-12-11
COMP000701,BK000437,CUST00019,overbooking,101747,11143,INR,credit,rejected,provider_rebooked,2026-10-14
COMP000702,BK000345,CUST00021,payment_failure,109939,11874,INR,voucher,pending,provider_rebooked,2027-02-03
COMP000703,BK000056,CUST00002,service_unavailable,79802,1236,INR,refund,pending,provider_rebooked,2026-10-20
COMP000704,BK000850,CUST00179,service_unavailable,79263,18532,INR,refund,rejected,alternative_service,2027-02-19
COMP000705,BK000645,CUST00210,partial_booking,87614,17219,INR,refund,approved,provider_rebooked,2026-10-22
COMP000706,BK000344,CUST00011,overbooking,10318,17170,INR,credit,processed,alternative_service,2027-03-30
COMP000707,BK000112,CUST00165,provider_failure,44987,5976,INR,credit,pending,partial_refund,2026-11-16
COMP000708,BK000273,CUST00164,cancellation,75832,4775,INR,credit,rejected,provider_rebooked,2027-01-18
COMP000709,BK000967,CUST00252,service_unavailable,109715,17138,INR,refund,approved,provider_rebooked,2027-01-04
COMP000710,BK000730,CUST00259,cancellation,116706,11116,INR,credit,approved,alternative_service,2026-10-02
COMP000711,BK000062,CUST00031,service_unavailable,94111,5421,INR,refund,pending,alternative_service,2027-03-27
COMP000712,BK000487,CUST00040,service_unavailable,142707,21388,INR,voucher,pending,provider_rebooked,2027-01-29
COMP000713,BK000566,CUST00030,overbooking,99139,1579,INR,voucher,processed,provider_rebooked,2026-12-16
COMP000714,BK000609,CUST00024,provider_failure,63539,11976,INR,refund,approved,provider_rebooked,2026-12-24
COMP000715,BK000255,CUST00086,payment_failure,125776,15587,INR,partial_refund,approved,alternative_service,2026-10-16
COMP000716,BK000468,CUST00250,payment_failure,71232,20209,INR,credit,approved,provider_rebooked,2026-12-31
COMP000717,BK000938,CUST00291,provider_failure,144755,9675,INR,partial_refund,approved,provider_rebooked,2026-11-21
COMP000718,BK000242,CUST00031,provider_failure,27426,8282,INR,refund,pending,customer_credit,2027-03-11
COMP000719,BK000467,CUST00227,partial_booking,69269,3266,INR,refund,rejected,provider_rebooked,2026-11-29
COMP000720,BK000276,CUST00160,partial_booking,18959,7537,INR,cash_compensation,processed,alternative_service,2027-01-27
COMP000721,BK000974,CUST00155,service_unavailable,55678,18127,INR,credit,pending,full_refund,2026-12-28
COMP000722,BK000313,CUST00087,payment_failure,24417,20906,INR,credit,processed,customer_credit,2026-11-02
COMP000723,BK000020,CUST00022,provider_failure,45166,5136,INR,voucher,processed,alternative_service,2026-10-04
COMP000724,BK000074,CUST00018,overbooking,121113,9867,INR,voucher,pending,provider_rebooked,2027-03-19
COMP000725,BK000317,CUST00082,payment_failure,147953,5268,INR,credit,approved,provider_rebooked,2027-03-06
COMP000726,BK000020,CUST00089,provider_failure,48977,12478,INR,refund,pending,full_refund,2026-11-27
COMP000727,BK000829,CUST00272,payment_failure,115918,23554,INR,refund,pending,manual_review,2027-01-04
COMP000728,BK000264,CUST00152,service_unavailable,76878,12421,INR,partial_refund,pending,alternative_service,2026-11-26
COMP000729,BK000187,CUST00282,service_unavailable,78977,15052,INR,credit,processed,manual_review,2026-11-27
COMP000730,BK000470,CUST00161,cancellation,33046,1114,INR,voucher,rejected,customer_credit,2027-02-02
COMP000731,BK000442,CUST00248,cancellation,53486,24882,INR,cash_compensation,pending,full_refund,2026-10-27
COMP000732,BK000896,CUST00124,payment_failure,13046,9343,INR,credit,pending,provider_rebooked,2026-11-29
COMP000733,BK000589,CUST00252,payment_failure,816,9009,INR,voucher,pending,manual_review,2027-01-09
COMP000734,BK000142,CUST00019,overbooking,118173,2160,INR,voucher,rejected,alternative_service,2026-10-30
COMP000735,BK000180,CUST00111,payment_failure,22547,14247,INR,credit,pending,customer_credit,2026-11-12
COMP000736,BK000978,CUST00101,payment_failure,100058,3186,INR,partial_refund,processed,partial_refund,2026-12-29
COMP000737,BK000385,CUST00007,partial_booking,26181,18865,INR,partial_refund,rejected,provider_rebooked,2026-10-04
COMP000738,BK000145,CUST00116,service_unavailable,117725,3993,INR,cash_compensation,rejected,provider_rebooked,2027-01-11
COMP000739,BK000112,CUST00266,service_unavailable,139716,18675,INR,cash_compensation,processed,partial_refund,2026-11-17
COMP000740,BK000101,CUST00026,cancellation,125202,18009,INR,refund,approved,alternative_service,2027-01-12
COMP000741,BK000384,CUST00207,cancellation,116742,22246,INR,credit,approved,partial_refund,2026-10-07
COMP000742,BK000951,CUST00059,overbooking,20343,107,INR,partial_refund,processed,partial_refund,2026-12-15
COMP000743,BK000401,CUST00112,cancellation,120798,7108,INR,refund,pending,customer_credit,2026-12-29
COMP000744,BK000447,CUST00256,cancellation,112831,8184,INR,credit,pending,alternative_service,2026-10-04
COMP000745,BK000983,CUST00039,provider_failure,146042,6695,INR,credit,approved,manual_review,2027-01-08
COMP000746,BK000556,CUST00146,payment_failure,140983,8620,INR,partial_refund,approved,partial_refund,2027-01-12
COMP000747,BK000562,CUST00188,payment_failure,60701,15549,INR,cash_compensation,rejected,alternative_service,2027-01-31
COMP000748,BK000950,CUST00263,partial_booking,33790,13203,INR,voucher,rejected,customer_credit,2026-12-11
COMP000749,BK000234,CUST00176,cancellation,65303,10021,INR,voucher,processed,alternative_service,2026-10-22
COMP000750,BK000292,CUST00181,service_unavailable,38188,23423,INR,credit,processed,customer_credit,2027-02-08
COMP000751,BK000245,CUST00154,service_unavailable,134333,24951,INR,refund,rejected,customer_credit,2027-02-14
COMP000752,BK000829,CUST00146,partial_booking,62558,16983,INR,cash_compensation,processed,manual_review,2026-11-30
COMP000753,BK000812,CUST00218,partial_booking,36689,23404,INR,credit,processed,manual_review,2026-11-08
COMP000754,BK000450,CUST00161,provider_failure,79584,11342,INR,credit,rejected,partial_refund,2026-11-06
COMP000755,BK000796,CUST00191,partial_booking,51657,24063,INR,refund,pending,manual_review,2026-11-28
COMP000756,BK000543,CUST00250,overbooking,138364,10245,INR,voucher,rejected,provider_rebooked,2027-02-12
COMP000757,BK000969,CUST00278,provider_failure,107061,10671,INR,credit,approved,full_refund,2026-12-26
COMP000758,BK000310,CUST00057,partial_booking,48502,8972,INR,credit,approved,provider_rebooked,2027-02-18
COMP000759,BK000472,CUST00029,partial_booking,125849,17467,INR,cash_compensation,pending,provider_rebooked,2026-10-05
COMP000760,BK000304,CUST00289,overbooking,96331,3652,INR,refund,approved,alternative_service,2027-03-25
COMP000761,BK000237,CUST00025,payment_failure,31497,7856,INR,voucher,rejected,full_refund,2027-02-04
COMP000762,BK000519,CUST00162,provider_failure,127274,2679,INR,cash_compensation,rejected,partial_refund,2027-02-23
COMP000763,BK000489,CUST00172,service_unavailable,96777,1662,INR,refund,processed,alternative_service,2027-02-18
COMP000764,BK000606,CUST00289,provider_failure,107590,15434,INR,partial_refund,pending,alternative_service,2026-12-11
COMP000765,BK000382,CUST00082,partial_booking,6900,15259,INR,partial_refund,approved,full_refund,2027-01-18
COMP000766,BK000910,CUST00066,payment_failure,60736,12120,INR,voucher,rejected,alternative_service,2026-10-06
COMP000767,BK000921,CUST00271,service_unavailable,28829,21897,INR,credit,pending,partial_refund,2027-02-13
COMP000768,BK000512,CUST00259,provider_failure,40962,3898,INR,credit,approved,alternative_service,2027-03-10
COMP000769,BK000142,CUST00229,provider_failure,19910,16102,INR,credit,pending,full_refund,2027-01-14
COMP000770,BK000389,CUST00149,provider_failure,21170,6957,INR,credit,approved,partial_refund,2027-03-14
COMP000771,BK000753,CUST00035,overbooking,45327,18057,INR,cash_compensation,rejected,partial_refund,2026-10-21
COMP000772,BK000239,CUST00258,provider_failure,134593,20562,INR,credit,approved,full_refund,2026-10-10
COMP000773,BK000659,CUST00020,overbooking,121724,18967,INR,cash_compensation,rejected,partial_refund,2026-11-23
COMP000774,BK000628,CUST00166,service_unavailable,139531,18386,INR,cash_compensation,processed,alternative_service,2027-03-17
COMP000775,BK000052,CUST00028,overbooking,77836,15669,INR,credit,rejected,manual_review,2026-12-09
COMP000776,BK000482,CUST00076,partial_booking,118388,12440,INR,credit,processed,alternative_service,2026-12-21
COMP000777,BK000312,CUST00254,cancellation,61067,22669,INR,partial_refund,approved,manual_review,2027-02-10
COMP000778,BK000777,CUST00122,payment_failure,59473,11200,INR,partial_refund,pending,customer_credit,2027-03-30
COMP000779,BK000839,CUST00170,cancellation,121441,15427,INR,refund,pending,full_refund,2027-01-10
COMP000780,BK000363,CUST00095,service_unavailable,10205,22153,INR,credit,rejected,partial_refund,2026-10-03
COMP000781,BK000619,CUST00211,provider_failure,78538,10876,INR,refund,processed,customer_credit,2026-12-10
COMP000782,BK000802,CUST00261,payment_failure,106378,21519,INR,cash_compensation,rejected,manual_review,2026-12-24
COMP000783,BK000466,CUST00051,partial_booking,112540,10656,INR,partial_refund,processed,provider_rebooked,2026-12-20
COMP000784,BK000129,CUST00093,cancellation,110727,16383,INR,cash_compensation,rejected,manual_review,2026-12-08
COMP000785,BK000940,CUST00299,overbooking,63546,21905,INR,partial_refund,approved,customer_credit,2027-03-13
COMP000786,BK000407,CUST00269,provider_failure,85512,23285,INR,credit,approved,alternative_service,2027-01-13
COMP000787,BK000285,CUST00299,provider_failure,102358,5203,INR,refund,processed,alternative_service,2026-12-07
COMP000788,BK000221,CUST00255,provider_failure,49068,20154,INR,credit,rejected,partial_refund,2027-01-23
COMP000789,BK000246,CUST00170,partial_booking,19423,9180,INR,partial_refund,approved,partial_refund,2026-12-19
COMP000790,BK000669,CUST00139,cancellation,20511,10828,INR,voucher,rejected,customer_credit,2027-01-16
COMP000791,BK000467,CUST00122,service_unavailable,89947,11655,INR,refund,pending,full_refund,2027-02-07
COMP000792,BK000888,CUST00130,overbooking,114104,1965,INR,refund,pending,customer_credit,2027-03-15
COMP000793,BK000555,CUST00017,service_unavailable,28855,14073,INR,partial_refund,pending,alternative_service,2027-01-11
