availability_check_id,customer_id,resource_type,resource_id,requested_quantity,available_quantity_at_check,availability_result,reservation_lock,check_duration_ms,status
CHK000662,CUST00809,activity_slot,FLT00122,6,5,insufficient,none,406,timeout
CHK000663,CUST00662,transport,CAR00057,6,1,available,temporary_lock,597,timeout
CHK000664,CUST00258,flight_seat,FLT00486,4,7,insufficient,temporary_lock,724,timeout
CHK000665,CUST00554,hotel_room,FLT00427,1,13,available,lock_expired,1208,failed
CHK000666,CUST00231,transport,FLT00417,1,15,available,none,639,passed
CHK000667,CUST00443,transport,CAR00286,3,11,unavailable,temporary_lock,1302,timeout
CHK000668,CUST00702,activity_slot,CAR00284,4,9,available,none,1315,timeout
CHK000669,CUST00755,flight_seat,ROOM00164,1,15,unavailable,temporary_lock,641,passed
CHK000670,CUST00412,activity_slot,CAR00374,3,20,unavailable,temporary_lock,1119,timeout
CHK000671,CUST00923,activity_slot,CAR00048,5,12,unavailable,none,934,timeout
CHK000672,CUST00631,transport,FLT00344,1,5,unavailable,lock_expired,1174,failed
CHK000673,CUST00304,hotel_room,CAR00093,5,6,unavailable,none,789,failed
CHK000674,CUST00966,hotel_room,AINV00258,1,0,insufficient,none,1249,timeout
CHK000675,CUST00705,transport,AINV00484,1,0,insufficient,lock_expired,1483,passed
CHK000676,CUST00885,transport,CAR00237,2,15,available,lock_expired,91,timeout
CHK000677,CUST00310,activity_slot,AINV00287,4,6,unavailable,temporary_lock,1215,passed
CHK000678,CUST00127,hotel_room,FLT00319,1,19,unavailable,lock_expired,1332,timeout
CHK000679,CUST00358,flight_seat,ROOM00403,5,16,unavailable,none,1425,passed
CHK000680,CUST00951,hotel_room,ROOM00135,6,6,insufficient,none,1076,failed
CHK000681,CUST00188,activity_slot,CAR00165,1,8,unavailable,lock_expired,1118,timeout
CHK000682,CUST00839,flight_seat,FLT00424,3,19,available,lock_expired,773,timeout
CHK000683,CUST00951,transport,ROOM00460,6,20,available,lock_expired,181,timeout
CHK000684,CUST00810,transport,FLT00307,5,17,unavailable,temporary_lock,792,timeout
CHK000685,CUST00784,flight_seat,ROOM00188,2,1,available,none,608,passed
CHK000686,CUST00367,transport,AINV00317,5,8,available,none,455,timeout
CHK000687,CUST00408,flight_seat,ROOM00153,4,0,unavailable,temporary_lock,856,failed
CHK000688,CUST00433,hotel_room,FLT00413,6,8,unavailable,lock_expired,1284,timeout
CHK000689,CUST00964,hotel_room,ROOM00072,3,0,available,none,427,passed
CHK000690,CUST00591,hotel_room,AINV00141,3,1,available,lock_expired,429,timeout
CHK000691,CUST00521,flight_seat,FLT00252,3,16,insufficient,none,715,failed
CHK000692,CUST00986,transport,AINV00198,3,15,unavailable,temporary_lock,757,timeout
CHK000693,CUST00914,activity_slot,AINV00047,3,11,insufficient,none,582,passed
CHK000694,CUST00029,transport,CAR00247,3,5,available,lock_expired,1061,timeout
CHK000695,CUST00094,transport,AINV00080,6,10,insufficient,none,1481,passed
CHK000696,CUST00243,hotel_room,FLT00419,3,2,insufficient,lock_expired,895,failed
CHK000697,CUST00771,hotel_room,CAR00180,3,1,available,none,1469,passed
CHK000698,CUST00401,transport,FLT00047,4,17,insufficient,temporary_lock,294,passed
CHK000699,CUST00373,flight_seat,FLT00433,5,7,insufficient,none,720,passed
CHK000700,CUST00861,flight_seat,ROOM00142,6,19,unavailable,lock_expired,1162,timeout
CHK000701,CUST00887,transport,FLT00185,1,5,available,none,622,timeout
CHK000702,CUST00091,hotel_room,FLT00104,2,18,insufficient,none,1361,timeout
CHK000703,CUST00543,transport,FLT00023,4,19,unavailable,temporary_lock,933,passed
CHK000704,CUST00764,activity_slot,CAR00266,1,4,available,lock_expired,361,timeout
CHK000705,CUST00079,hotel_room,ROOM00097,1,4,insufficient,none,1133,passed
CHK000706,CUST00151,activity_slot,FLT00415,5,17,insufficient,none,611,passed
CHK000707,CUST00905,hotel_room,FLT00029,3,12,unavailable,lock_expired,274,passed
CHK000708,CUST00607,transport,FLT00478,4,16,unavailable,temporary_lock,1078,passed
CHK000709,CUST00261,transport,ROOM00450,6,13,available,none,544,timeout
CHK000710,CUST00132,activity_slot,FLT00335,3,15,available,temporary_lock,827,failed
CHK000711,CUST00217,transport,AINV00094,3,8,insufficient,none,274,passed
CHK000712,CUST00660,hotel_room,FLT00059,3,12,available,lock_expired,1211,timeout
CHK000713,CUST00679,activity_slot,FLT00241,2,5,unavailable,none,1274,passed
CHK000714,CUST00470,activity_slot,ROOM00478,6,12,available,lock_expired,808,failed
CHK000715,CUST00468,flight_seat,ROOM00265,6,10,insufficient,temporary_lock,1118,timeout
CHK000716,CUST00941,flight_seat,AINV00198,1,1,available,none,66,failed
CHK000717,CUST00218,activity_slot,FLT00174,5,16,available,lock_expired,1144,failed
CHK000718,CUST00439,activity_slot,FLT00141,6,19,unavailable,lock_expired,980,timeout
CHK000719,CUST00334,transport,ROOM00449,6,5,available,lock_expired,436,passed
CHK000720,CUST00109,transport,ROOM00003,5,12,available,temporary_lock,592,failed
CHK000721,CUST00751,transport,ROOM00337,1,7,insufficient,none,235,passed
CHK000722,CUST00270,hotel_room,ROOM00392,1,7,unavailable,lock_expired,1373,passed
CHK000723,CUST00206,transport,CAR00202,2,12,insufficient,none,986,failed
CHK000724,CUST00182,hotel_room,FLT00183,2,20,available,none,726,passed
CHK000725,CUST00017,flight_seat,CAR00030,1,0,available,temporary_lock,930,timeout
CHK000726,CUST00229,transport,CAR00416,3,3,insufficient,lock_expired,351,timeout
CHK000727,CUST00417,activity_slot,AINV00320,3,6,available,none,1425,timeout
CHK000728,CUST00487,transport,CAR00009,2,12,insufficient,lock_expired,1496,timeout
CHK000729,CUST00652,hotel_room,FLT00210,4,13,available,lock_expired,738,failed
CHK000730,CUST00444,transport,ROOM00431,1,16,available,lock_expired,914,timeout
CHK000731,CUST00011,transport,CAR00134,4,3,available,lock_expired,26,timeout
CHK000732,CUST00088,hotel_room,CAR00020,1,8,insufficient,lock_expired,569,failed
CHK000733,CUST00353,transport,AINV00445,1,14,unavailable,none,212,passed
CHK000734,CUST00048,activity_slot,FLT00080,2,16,insufficient,temporary_lock,1366,timeout
CHK000735,CUST00031,activity_slot,ROOM00058,4,14,unavailable,lock_expired,670,passed
CHK000736,CUST00412,activity_slot,AINV00494,2,7,unavailable,temporary_lock,1221,failed
CHK000737,CUST00981,activity_slot,CAR00303,1,2,insufficient,lock_expired,1262,passed
CHK000738,CUST00904,flight_seat,AINV00469,6,19,insufficient,temporary_lock,1256,failed
CHK000739,CUST00629,flight_seat,AINV00335,1,2,insufficient,lock_expired,986,timeout
CHK000740,CUST00657,hotel_room,AINV00474,5,14,unavailable,temporary_lock,341,failed
CHK000741,CUST00305,hotel_room,CAR00025,4,2,available,lock_expired,748,passed
CHK000742,CUST00345,transport,CAR00405,2,5,insufficient,none,783,failed
CHK000743,CUST00929,activity_slot,CAR00011,1,11,insufficient,lock_expired,1086,passed
CHK000744,CUST00038,flight_seat,CAR00138,1,13,unavailable,temporary_lock,1199,failed
CHK000745,CUST00622,activity_slot,CAR00339,5,1,insufficient,temporary_lock,399,passed
CHK000746,CUST00174,hotel_room,FLT00415,6,14,available,temporary_lock,476,passed
CHK000747,CUST00414,transport,AINV00113,6,7,unavailable,lock_expired,1374,failed
CHK000748,CUST00885,transport,ROOM00087,4,1,available,temporary_lock,1252,failed
CHK000749,CUST00291,hotel_room,AINV00150,4,12,available,none,1492,passed
CHK000750,CUST00836,activity_slot,AINV00064,4,7,insufficient,lock_expired,536,timeout
CHK000751,CUST00771,flight_seat,CAR00347,6,9,available,temporary_lock,1243,timeout
CHK000752,CUST00210,activity_slot,AINV00279,4,17,insufficient,none,493,passed
CHK000753,CUST00542,flight_seat,FLT00499,2,7,unavailable,temporary_lock,1312,timeout
CHK000754,CUST00055,transport,AINV00369,1,0,unavailable,lock_expired,1333,passed
CHK000755,CUST00543,flight_seat,AINV00032,6,20,insufficient,lock_expired,1360,passed
CHK000756,CUST00005,hotel_room,AINV00163,3,13,available,temporary_lock,1179,passed
CHK000757,CUST00668,hotel_room,AINV00340,3,5,insufficient,temporary_lock,342,timeout
CHK000758,CUST00936,flight_seat,CAR00418,2,7,available,temporary_lock,403,failed
CHK000759,CUST00990,hotel_room,CAR00096,4,7,available,lock_expired,1267,failed
CHK000760,CUST00149,activity_slot,ROOM00143,2,5,insufficient,none,164,failed
CHK000761,CUST00142,activity_slot,ROOM00086,2,5,available,lock_expired,123,failed
CHK000762,CUST00972,transport,ROOM00252,6,19,unavailable,lock_expired,617,timeout
CHK000763,CUST00316,transport,FLT00071,1,14,insufficient,lock_expired,979,passed
CHK000764,CUST00305,transport,ROOM00420,3,16,unavailable,none,764,timeout
CHK000765,CUST00897,hotel_room,AINV00347,2,0,unavailable,none,100,passed
CHK000766,CUST00793,transport,CAR00232,4,16,insufficient,temporary_lock,204,timeout
CHK000767,CUST00370,flight_seat,CAR00420,6,1,available,lock_expired,1416,failed
CHK000768,CUST00364,flight_seat,AINV00295,2,7,insufficient,lock_expired,728,timeout
CHK000769,CUST00765,activity_slot,ROOM00104,4,9,available,lock_expired,359,timeout
CHK000770,CUST00619,hotel_room,ROOM00078,4,8,available,none,148,timeout
CHK000771,CUST00481,transport,AINV00154,1,5,insufficient,lock_expired,214,passed
CHK000772,CUST00580,activity_slot,FLT00495,2,0,available,none,1275,timeout
CHK000773,CUST00205,activity_slot,FLT00271,6,6,insufficient,none,50,passed
CHK000774,CUST00659,hotel_room,CAR00363,4,8,unavailable,none,23,timeout
CHK000775,CUST00160,hotel_room,AINV00328,6,6,insufficient,lock_expired,459,timeout
CHK000776,CUST00053,flight_seat,AINV00191,5,7,unavailable,lock_expired,390,failed
CHK000777,CUST00073,transport,AINV00046,4,6,insufficient,temporary_lock,1333,passed
CHK000778,CUST00119,hotel_room,AINV00041,6,13,unavailable,none,673,failed
CHK000779,CUST00012,hotel_room,ROOM00484,1,7,insufficient,temporary_lock,1469,timeout
CHK000780,CUST00592,hotel_room,FLT00406,1,14,available,temporary_lock,147,timeout
CHK000781,CUST00205,activity_slot,ROOM00453,5,14,unavailable,temporary_lock,279,passed
CHK000782,CUST00690,flight_seat,AINV00458,6,19,available,lock_expired,1282,timeout
CHK000783,CUST00594,hotel_room,FLT00494,2,2,insufficient,none,918,timeout
CHK000784,CUST00702,transport,ROOM00443,4,20,unavailable,lock_expired,376,timeout
CHK000785,CUST00200,hotel_room,AINV00204,3,18,available,temporary_lock,1154,failed
CHK000786,CUST00337,activity_slot,ROOM00473,2,7,unavailable,lock_expired,721,failed
CHK000787,CUST00651,flight_seat,AINV00411,2,0,unavailable,none,529,timeout
CHK000788,CUST00798,hotel_room,AINV00126,5,5,insufficient,none,1222,passed
CHK000789,CUST00407,transport,AINV00272,4,16,available,lock_expired,225,failed
CHK000790,CUST00098,flight_seat,AINV00068,1,19,unavailable,none,977,passed
CHK000791,CUST00712,flight_seat,ROOM00095,1,0,available,lock_expired,425,passed
CHK000792,CUST00478,hotel_room,CAR00211,5,2,available,lock_expired,721,passed
CHK000793,CUST00442,flight_seat,AINV00367,4,4,available,temporary_lock,25,timeout
CHK000794,CUST00515,hotel_room,FLT00290,4,12,insufficient,lock_expired,1175,timeout
CHK000795,CUST00660,flight_seat,CAR00233,4,14,insufficient,temporary_lock,549,timeout
CHK000796,CUST00806,activity_slot,ROOM00060,1,13,available,lock_expired,552,failed
CHK000797,CUST00368,hotel_room,AINV00324,6,12,insufficient,lock_expired,31,passed
CHK000798,CUST00237,hotel_room,ROOM00233,1,3,insufficient,temporary_lock,1310,timeout
CHK000799,CUST00820,hotel_room,CAR00014,4,4,insufficient,none,100,passed
CHK000800,CUST00384,transport,FLT00403,4,5,unavailable,none,380,timeout
CHK000801,CUST00201,transport,CAR00309,6,16,available,temporary_lock,1179,timeout
CHK000802,CUST00554,flight_seat,FLT00368,1,19,available,lock_expired,534,failed
CHK000803,CUST00046,hotel_room,ROOM00075,5,19,available,lock_expired,416,timeout
CHK000804,CUST00203,transport,CAR00322,5,3,unavailable,none,749,passed
CHK000805,CUST00374,hotel_room,CAR00229,2,17,available,lock_expired,674,timeout
CHK000806,CUST00230,transport,ROOM00422,6,11,available,lock_expired,707,failed
CHK000807,CUST00769,transport,AINV00001,6,0,insufficient,temporary_lock,155,timeout
CHK000808,CUST00080,hotel_room,CAR00360,4,3,insufficient,lock_expired,491,passed
CHK000809,CUST00730,transport,AINV00463,2,17,insufficient,none,756,failed
CHK000810,CUST00160,transport,AINV00268,6,10,insufficient,none,432,timeout
CHK000811,CUST00478,activity_slot,ROOM00117,5,15,available,lock_expired,1489,timeout
CHK000812,CUST00524,activity_slot,ROOM00316,1,20,insufficient,lock_expired,1151,timeout
CHK000813,CUST00353,flight_seat,FLT00279,3,17,insufficient,temporary_lock,334,failed
CHK000814,CUST00168,activity_slot,AINV00327,2,19,unavailable,temporary_lock,915,failed
CHK000815,CUST00966,activity_slot,FLT00061,6,2,unavailable,none,762,failed
CHK000816,CUST00798,hotel_room,FLT00292,6,16,insufficient,temporary_lock,57,passed
CHK000817,CUST00192,flight_seat,FLT00027,2,10,insufficient,temporary_lock,835,failed
CHK000818,CUST00227,flight_seat,FLT00253,5,12,insufficient,lock_expired,186,passed
CHK000819,CUST00252,hotel_room,FLT00449,1,10,available,lock_expired,801,timeout
CHK000820,CUST00138,hotel_room,AINV00270,1,7,unavailable,temporary_lock,1414,passed
CHK000821,CUST00366,activity_slot,FLT00497,4,6,available,none,265,passed
CHK000822,CUST00614,flight_seat,AINV00342,3,5,insufficient,lock_expired,1056,timeout
CHK000823,CUST00429,transport,FLT00319,6,3,insufficient,temporary_lock,1010,passed
CHK000824,CUST00908,hotel_room,FLT00327,2,11,available,lock_expired,1441,timeout
CHK000825,CUST00876,transport,CAR00500,6,6,insufficient,none,449,timeout
CHK000826,CUST00883,transport,ROOM00222,4,4,insufficient,none,1350,passed
CHK000827,CUST00168,activity_slot,AINV00327,3,9,unavailable,lock_expired,823,timeout
CHK000828,CUST00543,hotel_room,CAR00373,1,7,insufficient,none,1027,failed
CHK000829,CUST00674,hotel_room,ROOM00285,5,5,insufficient,temporary_lock,981,timeout
CHK000830,CUST00468,activity_slot,FLT00128,3,1,unavailable,none,1356,passed
CHK000831,CUST00585,flight_seat,FLT00374,4,15,available,temporary_lock,917,timeout
CHK000832,CUST00807,activity_slot,ROOM00342,3,18,unavailable,lock_expired,1098,passed
CHK000833,CUST00873,hotel_room,ROOM00461,5,19,unavailable,temporary_lock,1009,timeout
CHK000834,CUST00974,hotel_room,CAR00333,2,17,insufficient,temporary_lock,465,passed
CHK000835,CUST00411,flight_seat,CAR00392,4,19,unavailable,none,367,passed
CHK000836,CUST00025,hotel_room,FLT00327,1,0,unavailable,lock_expired,551,failed
CHK000837,CUST00667,transport,ROOM00214,3,4,insufficient,temporary_lock,361,passed
CHK000838,CUST00281,hotel_room,FLT00090,4,13,unavailable,none,1399,failed
CHK000839,CUST00789,flight_seat,FLT00098,1,4,available,lock_expired,324,failed
CHK000840,CUST00042,hotel_room,AINV00193,6,5,unavailable,lock_expired,135,failed
CHK000841,CUST00044,transport,ROOM00083,5,4,unavailable,lock_expired,1101,timeout
CHK000842,CUST00825,hotel_room,AINV00130,2,1,available,none,277,passed
CHK000843,CUST00797,flight_seat,ROOM00383,6,10,available,lock_expired,788,passed
CHK000844,CUST00582,transport,FLT00266,4,15,unavailable,none,118,failed
CHK000845,CUST00149,hotel_room,CAR00173,6,12,insufficient,lock_expired,32,failed
CHK000846,CUST00146,flight_seat,AINV00498,3,12,available,temporary_lock,1434,failed
CHK000847,CUST00394,flight_seat,AINV00233,1,3,unavailable,lock_expired,1438,passed
CHK000848,CUST00540,transport,FLT00063,4,4,unavailable,lock_expired,340,failed
CHK000849,CUST00461,activity_slot,FLT00493,5,2,unavailable,lock_expired,1377,failed
CHK000850,CUST00126,flight_seat,ROOM00433,6,16,insufficient,temporary_lock,241,timeout
CHK000851,CUST00043,flight_seat,AINV00101,4,19,unavailable,none,1112,passed
CHK000852,CUST00097,flight_seat,ROOM00491,5,3,available,temporary_lock,363,passed
CHK000853,CUST00615,flight_seat,CAR00497,5,20,unavailable,temporary_lock,834,failed
CHK000854,CUST00373,transport,ROOM00098,3,13,available,lock_expired,206,failed
CHK000855,CUST00911,flight_seat,ROOM00075,2,18,unavailable,temporary_lock,42,failed
CHK000856,CUST00725,activity_slot,AINV00319,6,3,insufficient,lock_expired,91,timeout
CHK000857,CUST00711,transport,CAR00230,5,17,available,lock_expired,530,failed
CHK000858,CUST00568,hotel_room,FLT00343,5,10,insufficient,lock_expired,449,failed
CHK000859,CUST00750,hotel_room,ROOM00420,3,18,available,temporary_lock,835,failed
CHK000860,CUST00477,hotel_room,CAR00185,5,5,unavailable,temporary_lock,1379,failed
CHK000861,CUST00580,transport,ROOM00152,3,1,insufficient,none,491,failed
CHK000862,CUST00018,flight_seat,FLT00178,4,10,insufficient,lock_expired,386,passed
CHK000863,CUST00173,hotel_room,CAR00388,4,17,insufficient,temporary_lock,967,timeout
CHK000864,CUST00911,transport,ROOM00459,5,14,insufficient,none,177,timeout
CHK000865,CUST00038,hotel_room,CAR00463,5,2,unavailable,none,169,failed
CHK000866,CUST00356,activity_slot,AINV00442,1,13,insufficient,none,456,failed
CHK000867,CUST00838,flight_seat,ROOM00180,3,3,insufficient,none,650,timeout
CHK000868,CUST00011,hotel_room,AINV00222,3,1,insufficient,none,122,timeout
CHK000869,CUST00485,activity_slot,FLT00053,4,7,available,none,733,failed
CHK000870,CUST00507,activity_slot,FLT00064,3,12,unavailable,temporary_lock,700,timeout
CHK000871,CUST00397,transport,CAR00159,3,0,insufficient,none,155,timeout
CHK000872,CUST00102,flight_seat,ROOM00383,4,17,insufficient,lock_expired,713,passed
CHK000873,CUST00993,activity_slot,ROOM00090,1,16,unavailable,lock_expired,483,failed
CHK000874,CUST00835,flight_seat,CAR00332,3,20,available,none,752,failed
CHK000875,CUST00609,transport,FLT00152,3,15,insufficient,lock_expired,127,failed
CHK000876,CUST00358,transport,CAR00441,3,1,unavailable,lock_expired,82,passed
CHK000877,CUST00087,flight_seat,CAR00488,6,3,available,none,1402,timeout
CHK000878,CUST00306,activity_slot,CAR00297,2,18,available,none,1256,passed
CHK000879,CUST00411,flight_seat,FLT00108,5,2,insufficient,none,926,timeout
CHK000880,CUST00053,transport,AINV00401,5,1,unavailable,temporary_lock,764,passed
CHK000881,CUST00983,transport,ROOM00382,6,16,unavailable,none,30,passed
CHK000882,CUST00081,activity_slot,CAR00425,2,7,unavailable,temporary_lock,647,passed
CHK000883,CUST00886,activity_slot,AINV00459,5,10,available,none,600,timeout
CHK000884,CUST00017,hotel_room,CAR00482,1,8,available,none,459,failed
CHK000885,CUST00403,activity_slot,FLT00297,6,19,insufficient,none,1413,timeout
CHK000886,CUST00501,hotel_room,AINV00394,3,13,unavailable,temporary_lock,1410,timeout
CHK000887,CUST00047,activity_slot,ROOM00453,5,16,unavailable,none,1344,failed
CHK000888,CUST00111,flight_seat,CAR00155,3,3,unavailable,lock_expired,816,timeout
CHK000889,CUST00522,activity_slot,FLT00100,6,11,available,none,125,timeout
CHK000890,CUST00642,transport,AINV00033,1,1,insufficient,lock_expired,874,failed
CHK000891,CUST00308,flight_seat,CAR00396,5,5,available,temporary_lock,1317,failed
CHK000892,CUST00950,flight_seat,FLT00420,5,13,available,none,1378,passed
CHK000893,CUST00478,activity_slot,CAR00499,3,11,insufficient,lock_expired,1187,failed
CHK000894,CUST00256,hotel_room,AINV00207,3,13,unavailable,temporary_lock,316,timeout
CHK000895,CUST00534,transport,FLT00147,3,5,insufficient,temporary_lock,1432,failed
CHK000896,CUST00144,flight_seat,CAR00180,4,10,available,none,1090,timeout
CHK000897,CUST00992,hotel_room,ROOM00322,3,19,insufficient,lock_expired,80,passed
CHK000898,CUST00778,flight_seat,FLT00086,3,6,unavailable,lock_expired,1378,timeout
CHK000899,CUST00163,activity_slot,FLT00053,3,4,available,temporary_lock,904,passed
CHK000900,CUST00281,flight_seat,CAR00354,5,5,insufficient,lock_expired,45,failed
CHK000901,CUST00681,activity_slot,CAR00331,1,13,insufficient,temporary_lock,1134,failed
CHK000902,CUST00117,flight_seat,ROOM00392,5,3,unavailable,temporary_lock,575,timeout
CHK000903,CUST00234,hotel_room,FLT00409,2,13,insufficient,lock_expired,1406,failed
CHK000904,CUST00303,hotel_room,ROOM00417,3,16,unavailable,lock_expired,411,failed
CHK000905,CUST00721,transport,CAR00009,1,10,unavailable,lock_expired,430,failed
CHK000906,CUST00222,flight_seat,ROOM00203,1,13,insufficient,temporary_lock,1138,failed
CHK000907,CUST00436,hotel_room,FLT00422,5,1,insufficient,none,1348,passed
CHK000908,CUST00613,flight_seat,AINV00408,3,13,unavailable,temporary_lock,1045,failed
CHK000909,CUST00315,flight_seat,AINV00178,6,15,insufficient,temporary_lock,497,timeout
CHK000910,CUST00086,transport,CAR00144,3,8,unavailable,none,1274,passed
CHK000911,CUST00796,flight_seat,ROOM00269,2,19,insufficient,temporary_lock,915,passed
CHK000912,CUST00717,flight_seat,FLT00318,4,17,insufficient,temporary_lock,1091,passed
CHK000913,CUST00816,flight_seat,FLT00098,4,6,unavailable,none,1306,passed
CHK000914,CUST00957,transport,FLT00030,1,0,available,temporary_lock,859,failed
CHK000915,CUST00302,activity_slot,FLT00139,3,13,unavailable,temporary_lock,1356,failed
CHK000916,CUST00398,flight_seat,AINV00226,6,0,unavailable,none,754,passed
CHK000917,CUST00903,activity_slot,FLT00008,4,11,unavailable,lock_expired,838,passed
CHK000918,CUST00260,transport,AINV00361,1,0,available,none,1159,timeout
CHK000919,CUST00480,flight_seat,FLT00460,2,9,available,none,182,timeout
CHK000920,CUST00021,activity_slot,AINV00024,2,18,insufficient,lock_expired,232,failed
CHK000921,CUST00750,hotel_room,FLT00231,2,16,unavailable,lock_expired,400,passed
CHK000922,CUST00033,flight_seat,ROOM00158,5,6,insufficient,none,1354,passed
CHK000923,CUST00898,transport,CAR00089,4,8,available,lock_expired,1421,timeout
CHK000924,CUST00044,activity_slot,ROOM00015,1,16,insufficient,lock_expired,1279,failed
CHK000925,CUST00988,hotel_room,AINV00410,5,15,insufficient,lock_expired,350,failed
CHK000926,CUST00727,activity_slot,CAR00049,6,13,insufficient,none,136,timeout
CHK000927,CUST00179,hotel_room,ROOM00154,6,18,insufficient,lock_expired,1015,failed
CHK000928,CUST00535,activity_slot,AINV00103,6,13,available,temporary_lock,914,timeout
CHK000929,CUST00755,flight_seat,FLT00304,6,20,insufficient,none,636,passed
CHK000930,CUST00970,flight_seat,ROOM00425,1,5,insufficient,lock_expired,955,timeout
CHK000931,CUST00870,activity_slot,CAR00350,2,3,insufficient,temporary_lock,1206,timeout
CHK000932,CUST00032,transport,ROOM00276,4,7,unavailable,lock_expired,523,passed
CHK000933,CUST00611,flight_seat,ROOM00387,6,8,insufficient,none,1110,passed
CHK000934,CUST00006,flight_seat,AINV00089,3,2,available,none,1030,passed
CHK000935,CUST00446,hotel_room,FLT00048,3,11,insufficient,lock_expired,818,timeout
CHK000936,CUST00371,hotel_room,AINV00009,1,4,insufficient,lock_expired,119,passed
CHK000937,CUST00026,flight_seat,FLT00021,3,10,unavailable,lock_expired,367,timeout
CHK000938,CUST00428,hotel_room,AINV00173,2,6,insufficient,lock_expired,761,timeout
CHK000939,CUST00388,activity_slot,ROOM00256,5,7,insufficient,none,740,passed
CHK000940,CUST00032,hotel_room,FLT00198,5,12,unavailable,temporary_lock,466,failed
CHK000941,CUST00986,transport,FLT00443,1,14,available,none,1303,failed
CHK000942,CUST00462,hotel_room,FLT00381,5,1,available,temporary_lock,1003,timeout
CHK000943,CUST00081,flight_seat,CAR00053,1,17,available,lock_expired,1397,failed
CHK000944,CUST00671,hotel_room,FLT00184,4,2,unavailable,lock_expired,736,timeout
CHK000945,CUST00494,activity_slot,CAR00402,6,7,insufficient,lock_expired,309,failed
CHK000946,CUST00620,flight_seat,CAR00204,2,12,unavailable,none,1351,timeout
CHK000947,CUST00814,activity_slot,FLT00205,2,7,insufficient,lock_expired,1159,failed
CHK000948,CUST00851,flight_seat,CAR00016,2,4,insufficient,temporary_lock,909,passed
CHK000949,CUST00689,flight_seat,ROOM00298,5,5,available,none,438,failed
CHK000950,CUST00953,hotel_room,CAR00474,3,1,unavailable,lock_expired,1226,passed
CHK000951,CUST00172,transport,FLT00251,6,10,insufficient,temporary_lock,1026,passed
CHK000952,CUST00102,hotel_room,ROOM00159,4,16,available,none,166,passed
CHK000953,CUST00632,activity_slot,AINV00138,6,0,available,none,948,timeout
CHK000954,CUST00834,hotel_room,CAR00298,6,15,available,lock_expired,321,passed
CHK000955,CUST00540,transport,AINV00219,3,1,unavailable,temporary_lock,404,timeout
CHK000956,CUST00201,hotel_room,ROOM00157,5,17,unavailable,none,404,timeout
CHK000957,CUST00226,hotel_room,FLT00300,2,5,available,temporary_lock,942,timeout
CHK000958,CUST00390,flight_seat,CAR00448,1,14,unavailable,lock_expired,807,passed
CHK000959,CUST00331,transport,AINV00490,3,0,insufficient,lock_expired,1405,passed
CHK000960,CUST00448,activity_slot,FLT00291,3,10,insufficient,none,1300,failed
CHK000961,CUST00239,transport,FLT00314,3,15,insufficient,lock_expired,773,failed
CHK000962,CUST00776,flight_seat,FLT00129,2,14,available,none,502,failed
CHK000963,CUST00857,transport,AINV00195,4,9,unavailable,lock_expired,748,failed
CHK000964,CUST00637,activity_slot,CAR00325,6,10,insufficient,temporary_lock,1100,failed
CHK000965,CUST00988,flight_seat,ROOM00292,3,20,unavailable,none,986,passed
CHK000966,CUST00822,activity_slot,ROOM00481,1,19,unavailable,lock_expired,1266,timeout
CHK000967,CUST00931,transport,AINV00206,6,10,available,temporary_lock,177,timeout
CHK000968,CUST00850,transport,ROOM00034,1,9,available,none,647,failed
CHK000969,CUST00734,flight_seat,ROOM00098,3,2,insufficient,lock_expired,1287,failed
CHK000970,CUST00491,hotel_room,AINV00286,5,5,available,lock_expired,223,failed
CHK000971,CUST00292,transport,FLT00377,6,16,unavailable,none,308,timeout
CHK000972,CUST00104,activity_slot,ROOM00043,1,10,unavailable,none,1038,passed
CHK000973,CUST00118,activity_slot,FLT00320,3,5,insufficient,none,926,failed
CHK000974,CUST00210,activity_slot,AINV00275,1,7,unavailable,none,1373,timeout
CHK000975,CUST00989,hotel_room,AINV00479,2,7,available,lock_expired,1299,timeout
CHK000976,CUST00771,hotel_room,FLT00288,1,7,available,lock_expired,1371,passed
CHK000977,CUST00699,activity_slot,FLT00389,6,14,unavailable,lock_expired,381,failed
CHK000978,CUST00261,transport,CAR00247,4,0,insufficient,none,856,passed
CHK000979,CUST00330,transport,FLT00337,6,18,insufficient,lock_expired,452,passed
CHK000980,CUST00936,hotel_room,CAR00102,3,12,insufficient,temporary_lock,336,timeout
CHK000981,CUST00871,flight_seat,AINV00174,1,19,available,lock_expired,701,timeout
CHK000982,CUST00444,transport,FLT00015,3,18,unavailable,temporary_lock,1218,failed
CHK000983,CUST00457,flight_seat,ROOM00300,4,17,insufficient,lock_expired,924,passed
CHK000984,CUST00809,flight_seat,CAR00221,2,8,available,lock_expired,1007,failed
CHK000985,CUST00704,hotel_room,ROOM00191,3,1,insufficient,lock_expired,1164,passed
CHK000986,CUST00929,flight_seat,ROOM00497,3,9,available,lock_expired,1118,failed
CHK000987,CUST00897,hotel_room,FLT00355,1,2,available,none,904,failed
CHK000988,CUST00831,activity_slot,AINV00099,5,19,unavailable,lock_expired,1032,timeout
CHK000989,CUST00285,hotel_room,CAR00130,3,11,available,temporary_lock,619,failed
CHK000990,CUST00060,transport,ROOM00103,2,19,available,none,1305,passed
CHK000991,CUST00279,activity_slot,CAR00417,5,13,insufficient,lock_expired,410,timeout
